xref_partners_sorted,GO,interpro
uniprotkb:P17544%uniprotkb:Q9DGW5,"host-GO:0044237,host-GO:0043227,host-GO:0008134,host-GO:1901363,host-GO:0001071,host-GO:0009058,host-GO:0071704,host-GO:0044238,host-GO:0044446,host-GO:0050794,host-GO:0005737,host-GO:0019899,host-GO:0019222,host-GO:0097159,host-GO:0043167,host-GO:0006807,host-GO:0043229,host-GO:0048519,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR016378,host-IPR013087,host-IPR004827,virus-IPR000837,virus-IPR004827"
uniprotkb:P18846%uniprotkb:Q9DGW5,"host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0042221,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0048518,host-GO:0044877,host-GO:0046983,host-GO:0006807,host-GO:0032403,host-GO:0050793,host-GO:0016043,host-GO:0097159,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0032991,host-GO:0005667,host-GO:0019222,host-GO:0043229,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR003102,host-IPR004827,host-IPR001630,virus-IPR000837,virus-IPR004827"
uniprotkb:P18847%uniprotkb:Q9DGW5,"host-GO:0044710,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0007154,host-GO:1901363,host-GO:0071704,host-GO:0042802,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0048583,host-GO:0046983,host-GO:0006950,host-GO:0006807,host-GO:0048519,host-GO:0043228,host-GO:0097159,host-GO:0007165,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0000988,host-GO:0032991,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR000837,host-IPR029812,host-IPR004827,virus-IPR000837,virus-IPR004827"
uniprotkb:P18870%uniprotkb:Q9DGW5,"host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0051716,host-GO:0009628,host-GO:0042221,host-GO:0044419,host-GO:1901363,host-GO:0071704,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0006807,host-GO:0009719,host-GO:0048519,host-GO:0050793,host-GO:0040008,host-GO:0097159,host-GO:0007165,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0000988,host-GO:0032991,host-GO:0005667,host-GO:0019222,host-GO:0043229,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR015558,host-IPR004827,host-IPR002112,host-IPR008917,host-IPR005643,virus-IPR000837,virus-IPR004827"
uniprotkb:P18870%uniprotkb:Q77Q71,"host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0051716,host-GO:0009628,host-GO:0042221,host-GO:0044419,host-GO:1901363,host-GO:0071704,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0006807,host-GO:0009719,host-GO:0048519,host-GO:0050793,host-GO:0040008,host-GO:0097159,host-GO:0007165,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0000988,host-GO:0032991,host-GO:0005667,host-GO:0019222,host-GO:0043229,virus-GO:0033647,virus-GO:1901363,virus-GO:0001071,virus-GO:0002039,virus-GO:0043900,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0040008,virus-GO:0046983,virus-GO:0019222,virus-GO:0097159,virus-GO:0044419,virus-GO:0048519","host-IPR015558,host-IPR004827,host-IPR002112,host-IPR008917,host-IPR005643,virus-IPR000837,virus-IPR029818,virus-IPR004827"
uniprotkb:P18870%uniprotkb:Q80IW5,"host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0051716,host-GO:0009628,host-GO:0042221,host-GO:0044419,host-GO:1901363,host-GO:0071704,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0006807,host-GO:0009719,host-GO:0048519,host-GO:0050793,host-GO:0040008,host-GO:0097159,host-GO:0007165,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0000988,host-GO:0032991,host-GO:0005667,host-GO:0019222,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0008134,virus-GO:1901363,virus-GO:0001071,virus-GO:0044087,virus-GO:0050794,virus-GO:0048518,virus-GO:0065009,virus-GO:0097159,virus-GO:0019222,virus-GO:0044419,virus-GO:0048519","host-IPR015558,host-IPR004827,host-IPR002112,host-IPR008917,host-IPR005643,virus-IPR000837,virus-IPR029818,virus-IPR004827"
uniprotkb:P35638%uniprotkb:Q9DGW5,"host-GO:0044444,host-GO:0033036,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0042221,host-GO:0051239,host-GO:0019904,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0009607,host-GO:0042802,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0051641,host-GO:0048583,host-GO:0046983,host-GO:0006950,host-GO:0032844,host-GO:0006807,host-GO:0048519,host-GO:0050793,host-GO:0016043,host-GO:0065008,host-GO:0051234,host-GO:0097159,host-GO:0007165,host-GO:0022402,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0032879,host-GO:0000988,host-GO:1902578,host-GO:0005737,host-GO:0032991,host-GO:0005667,host-GO:0065009,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR004827,host-IPR016670,virus-IPR000837,virus-IPR004827"
uniprotkb:Q16621%uniprotkb:Q9DGW5,"host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044707,host-GO:0044763,host-GO:0019904,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0044767,host-GO:0048518,host-GO:0006807,host-GO:0003008,host-GO:0016043,host-GO:0065008,host-GO:0097159,host-GO:0044237,host-GO:0043227,host-GO:0047485,host-GO:0001071,host-GO:0000988,host-GO:0048856,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0043229,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR004826,host-IPR004827,host-IPR029853,host-IPR008917,virus-IPR000837,virus-IPR004827"
uniprotkb:Q16649%uniprotkb:Q9DGW5,"host-GO:0044237,host-GO:0043227,host-GO:0006955,host-GO:0001071,host-GO:1901363,host-GO:0071704,host-GO:0000988,host-GO:0009058,host-GO:0044238,host-GO:0007623,host-GO:0050794,host-GO:0048518,host-GO:0042221,host-GO:0051716,host-GO:0019222,host-GO:0097159,host-GO:0048511,host-GO:0006807,host-GO:0043229,host-GO:0048519,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR016743,host-IPR004827,host-IPR010533,virus-IPR000837,virus-IPR004827"
uniprotkb:Q5ZIZ6%uniprotkb:Q9DGW5,"host-GO:0044710,host-GO:0044444,host-GO:0008134,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0019904,host-GO:1901363,host-GO:0071704,host-GO:0008152,host-GO:0042802,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0046983,host-GO:0006807,host-GO:0036094,host-GO:0003824,host-GO:0048519,host-GO:0016043,host-GO:0097159,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0000988,host-GO:0032991,host-GO:0048037,host-GO:0005667,host-GO:0019222,host-GO:0043229,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR016040,host-IPR006140,host-IPR029753,host-IPR006139,host-IPR029752,virus-IPR000837,virus-IPR004827"
uniprotkb:Q9DGW5%uniprotkb:Q9NR55,"host-GO:0044237,host-GO:0043227,host-GO:1901363,host-GO:0001071,host-GO:0009058,host-GO:0045321,host-GO:0000988,host-GO:0009607,host-GO:0071704,host-GO:0009605,host-GO:0050794,host-GO:0044767,host-GO:0044238,host-GO:0044763,host-GO:0051707,host-GO:0097159,host-GO:0019222,host-GO:0006807,host-GO:0043229,host-GO:0048519,virus-GO:0033647,virus-GO:0044094,virus-GO:0008134,virus-GO:0009058,virus-GO:0044238,virus-GO:0043900,virus-GO:0044419,virus-GO:1901363,virus-GO:0071704,virus-GO:0042802,virus-GO:0050794,virus-GO:0048518,virus-GO:0046983,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0065008,virus-GO:0097159,virus-GO:0044237,virus-GO:0001071,virus-GO:0044087,virus-GO:0031072,virus-GO:0019222","host-IPR000837,host-IPR029818,host-IPR004827,virus-IPR000837,virus-IPR004827"
