xref_partners_sorted,GO,interpro
uniprotkb:P09312%uniprotkb:Q6QCV6,"virus-GO:0036338,virus-GO:0046794,virus-GO:0016020,virus-GO:0051234,virus-GO:0044217,virus-GO:1902579,virus-GO:0044425,virus-GO:0055036,virus-GO:0033644,virus-GO:0033655,virus-GO:0033647,virus-GO:0046794,virus-GO:0019033,virus-GO:0042802,virus-GO:0051234,virus-GO:1902579,virus-GO:0030430,virus-GO:0019068,virus-GO:0033655","virus-IPR009278,virus-IPR005655,virus-IPR034738"
uniprotkb:P09310%uniprotkb:Q4JQV6,"virus-GO:0033647,virus-GO:0044237,virus-GO:0019083,virus-GO:1901363,virus-GO:0009058,virus-GO:0019033,virus-GO:0071704,virus-GO:0044238,virus-GO:0050794,virus-GO:0048518,virus-GO:0030430,virus-GO:0019222,virus-GO:0097159,virus-GO:0006807,virus-GO:0044237,virus-GO:0044710,virus-GO:0009058,virus-GO:0019046,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0003824,virus-GO:0097367,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0036094","virus-IPR005206,virus-IPR005205,virus-IPR013509,virus-IPR034717,virus-IPR013346,virus-IPR000788"
uniprotkb:I2CNS4%uniprotkb:Q4JQT4,"virus-GO:0033647,virus-GO:0005198,virus-GO:0019028,virus-GO:0019069","virus-IPR002690,virus-IPR004958"
uniprotkb:P03225%uniprotkb:Q4JQV7,"virus-GO:0036338,virus-GO:0055036,virus-GO:0016020,virus-GO:0044425,virus-GO:0044237,virus-GO:0044710,virus-GO:0009058,virus-GO:0019046,virus-GO:0071704,virus-GO:0044238,virus-GO:0016020,virus-GO:0044763,virus-GO:0044217,virus-GO:0043167,virus-GO:0044425,virus-GO:0033644,virus-GO:0006807,virus-GO:0003824","virus-IPR009078,virus-IPR034715,virus-IPR000358,virus-IPR030475,virus-IPR033909"
uniprotkb:Q4JQX1%uniprotkb:Q6QCT9,"virus-GO:0033647,virus-GO:0044237,virus-GO:1901363,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0050794,virus-GO:0030430,virus-GO:0097159,virus-GO:0019222,virus-GO:0043167,virus-GO:0006807","virus-IPR008648,virus-IPR004936"
uniprotkb:I2CNP5%uniprotkb:Q4JQV2,"virus-GO:0033647,virus-GO:0019028,virus-GO:0033647,virus-GO:0046755,virus-GO:0046794,virus-GO:0016020,virus-GO:0051234,virus-GO:0051641,virus-GO:1902579,virus-GO:0044217,virus-GO:0043167,virus-GO:0033644","virus-IPR007584,virus-IPR021152"
uniprotkb:P09312%uniprotkb:Q4JQT2,"virus-GO:0036338,virus-GO:0046794,virus-GO:0016020,virus-GO:0051234,virus-GO:0044217,virus-GO:1902579,virus-GO:0044425,virus-GO:0055036,virus-GO:0033644,virus-GO:0033655,virus-GO:0033647,virus-GO:0016043,virus-GO:0052192,virus-GO:0019076,virus-GO:0019028,virus-GO:0044419","virus-IPR009278,virus-IPR007640"
uniprotkb:Q4JQV0%uniprotkb:Q6QCL1,"virus-GO:0033647,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:0044419,virus-GO:0033647,virus-GO:0019033,virus-GO:0030430","virus-IPR005208,virus-IPR004286"
uniprotkb:I2CNS4%uniprotkb:Q4JQV0,"virus-GO:0033647,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:0044419","virus-IPR005208,virus-IPR004958"
uniprotkb:G1K7Y8%uniprotkb:Q4JQV0,"virus-GO:0033647,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:0044419,virus-GO:0044237,virus-GO:0009058,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0097367,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0036094","virus-IPR005208,virus-IPR027417,virus-IPR014001,virus-IPR003450,virus-IPR003593"
uniprotkb:P09310%uniprotkb:Q6QCQ5,"virus-GO:0033647,virus-GO:0044237,virus-GO:0019083,virus-GO:1901363,virus-GO:0009058,virus-GO:0019033,virus-GO:0071704,virus-GO:0044238,virus-GO:0050794,virus-GO:0048518,virus-GO:0030430,virus-GO:0019222,virus-GO:0097159,virus-GO:0006807,virus-GO:0016020,virus-GO:0044425","virus-IPR005206,virus-IPR005205"
uniprotkb:Q4JQX2%uniprotkb:Q71S15,"virus-GO:0033647,virus-GO:0019033,virus-GO:0044094,virus-GO:0019058,virus-GO:0036338,virus-GO:0016043,virus-GO:0016020,virus-GO:0044217,virus-GO:0055036,virus-GO:0033644,virus-GO:0044419,virus-GO:0044764,virus-GO:0033655","virus-IPR007622,virus-IPR034708,virus-IPR007923"
uniprotkb:Q4JQW3%uniprotkb:Q71S15,"virus-GO:0044237,virus-GO:0019048,virus-GO:0009058,virus-GO:0019033,virus-GO:0071704,virus-GO:0044238,virus-GO:0050794,virus-GO:0016020,virus-GO:0030430,virus-GO:0044217,virus-GO:0044425,virus-GO:0019222,virus-GO:0033644,virus-GO:0006807,virus-GO:0044419,virus-GO:0036338,virus-GO:0016043,virus-GO:0016020,virus-GO:0044217,virus-GO:0055036,virus-GO:0033644,virus-GO:0044419,virus-GO:0044764,virus-GO:0033655","virus-IPR005051,virus-IPR034708,virus-IPR007923"
uniprotkb:Q4JQV0%uniprotkb:Q6QCP8,"virus-GO:0033647,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:0044419,virus-GO:0044237,virus-GO:0044710,virus-GO:0071704,virus-GO:0044238,virus-GO:0044763,virus-GO:0043167,virus-GO:0006807,virus-GO:0003824","virus-IPR005208,virus-IPR029054,virus-IPR034745"
uniprotkb:I2CNP5%uniprotkb:Q4JQT2,"virus-GO:0033647,virus-GO:0016043,virus-GO:0052192,virus-GO:0019076,virus-GO:0019028,virus-GO:0044419,virus-GO:0033647,virus-GO:0046755,virus-GO:0046794,virus-GO:0016020,virus-GO:0051234,virus-GO:0051641,virus-GO:1902579,virus-GO:0044217,virus-GO:0043167,virus-GO:0033644","virus-IPR007640,virus-IPR021152"
uniprotkb:Q4JQV0%uniprotkb:Q6QCN1,"virus-GO:0033647,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:0044419,virus-GO:0033647,virus-GO:0016020,virus-GO:0044217,virus-GO:0044425,virus-GO:0033644","virus-IPR005208,virus-IPR007626"
uniprotkb:P09258%uniprotkb:Q6QCP6,"virus-GO:0036338,virus-GO:0050690,virus-GO:0019048,virus-GO:0044156,virus-GO:0009607,virus-GO:0009605,virus-GO:0016020,virus-GO:0051707,virus-GO:0044217,virus-GO:0055036,virus-GO:0044425,virus-GO:0033644,virus-GO:0044419,virus-GO:0033655","virus-IPR002874,virus-IPR006908"
uniprotkb:I2CNQ8%uniprotkb:P09259,"virus-GO:0036338,virus-GO:0050690,virus-GO:0033647,virus-GO:0019048,virus-GO:0044156,virus-GO:0009607,virus-GO:0009605,virus-GO:0016020,virus-GO:0051707,virus-GO:0044217,virus-GO:0044406,virus-GO:0044425,virus-GO:0055036,virus-GO:0033644,virus-GO:0044419,virus-GO:0033655,virus-GO:0016020,virus-GO:0019058,virus-GO:0044425,virus-GO:0036338","virus-IPR003404,virus-IPR007110,virus-IPR007629"
uniprotkb:Q4JQV0%uniprotkb:Q6QCJ7,"virus-GO:0033647,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:0044419,virus-GO:0033647,virus-GO:0044237,virus-GO:0071704,virus-GO:0044238,virus-GO:0008152,virus-GO:0051716,virus-GO:0006950,virus-GO:0006807,virus-GO:0003824","virus-IPR005208,virus-IPR002043,virus-IPR018085,virus-IPR005122"
uniprotkb:G9IV65%uniprotkb:Q4JQT2,"virus-GO:0033647,virus-GO:0016043,virus-GO:0052192,virus-GO:0019076,virus-GO:0019028,virus-GO:0044419,virus-GO:0033647,virus-GO:0019048,virus-GO:0003824,virus-GO:0019033,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0019079,virus-GO:0006807,virus-GO:0044419","virus-IPR007640,virus-IPR006928,virus-IPR005210,virus-IPR034702"
uniprotkb:Q6QCP5%uniprotkb:Q77NN9,"virus-GO:0050794,virus-GO:0019222,virus-GO:0097159,virus-GO:1901363",virus-IPR003174
uniprotkb:P09258%uniprotkb:Q4JQV0,"virus-GO:0036338,virus-GO:0050690,virus-GO:0019048,virus-GO:0044156,virus-GO:0009607,virus-GO:0009605,virus-GO:0016020,virus-GO:0051707,virus-GO:0044217,virus-GO:0055036,virus-GO:0044425,virus-GO:0033644,virus-GO:0044419,virus-GO:0033655,virus-GO:0033647,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:0044419","virus-IPR002874,virus-IPR005208"
uniprotkb:I2CNP5%uniprotkb:P09312,"virus-GO:0036338,virus-GO:0046794,virus-GO:0016020,virus-GO:0051234,virus-GO:0044217,virus-GO:1902579,virus-GO:0044425,virus-GO:0055036,virus-GO:0033644,virus-GO:0033655,virus-GO:0033647,virus-GO:0046755,virus-GO:0046794,virus-GO:0016020,virus-GO:0051234,virus-GO:0051641,virus-GO:1902579,virus-GO:0044217,virus-GO:0043167,virus-GO:0033644","virus-IPR009278,virus-IPR021152"
uniprotkb:G9IV65%uniprotkb:P09312,"virus-GO:0036338,virus-GO:0046794,virus-GO:0016020,virus-GO:0051234,virus-GO:0044217,virus-GO:1902579,virus-GO:0044425,virus-GO:0055036,virus-GO:0033644,virus-GO:0033655,virus-GO:0033647,virus-GO:0019048,virus-GO:0003824,virus-GO:0019033,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0019079,virus-GO:0006807,virus-GO:0044419","virus-IPR009278,virus-IPR006928,virus-IPR005210,virus-IPR034702"
uniprotkb:I2CNS4%uniprotkb:P09312,"virus-GO:0036338,virus-GO:0046794,virus-GO:0016020,virus-GO:0051234,virus-GO:0044217,virus-GO:1902579,virus-GO:0044425,virus-GO:0055036,virus-GO:0033644,virus-GO:0033655","virus-IPR009278,virus-IPR004958"
uniprotkb:I2CNQ8%uniprotkb:Q4JQU3,"virus-GO:0016020,virus-GO:0019058,virus-GO:0044425,virus-GO:0036338",virus-IPR007629
uniprotkb:I2CNQ8%uniprotkb:Q4JQX2,"virus-GO:0033647,virus-GO:0019033,virus-GO:0044094,virus-GO:0019058,virus-GO:0016020,virus-GO:0019058,virus-GO:0044425,virus-GO:0036338","virus-IPR007622,virus-IPR007629"
uniprotkb:Q6QCN1%uniprotkb:Q98146,"virus-GO:0004871,virus-GO:0050794,virus-GO:0016020,virus-GO:0007165,virus-GO:0044217,virus-GO:0044425,virus-GO:0033644,virus-GO:0060089,virus-GO:0033647,virus-GO:0016020,virus-GO:0044217,virus-GO:0044425,virus-GO:0033644","virus-IPR000276,virus-IPR017452,virus-IPR007626"
uniprotkb:G9IV65%uniprotkb:Q4JQU1,"virus-GO:0033647,virus-GO:0046794,virus-GO:0051234,virus-GO:0051641,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:1902579,virus-GO:0019028,virus-GO:0044419,virus-GO:0033647,virus-GO:0019048,virus-GO:0003824,virus-GO:0019033,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0019079,virus-GO:0006807,virus-GO:0044419","virus-IPR002493,virus-IPR006928,virus-IPR005210,virus-IPR034702"
uniprotkb:Q4JQU1%uniprotkb:Q6QCL3,"virus-GO:0033647,virus-GO:0046794,virus-GO:0051234,virus-GO:0051641,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:1902579,virus-GO:0019028,virus-GO:0044419,virus-GO:0033647,virus-GO:0044237,virus-GO:1901363,virus-GO:0003824,virus-GO:0071704,virus-GO:0044238,virus-GO:0016043,virus-GO:0019076,virus-GO:0052192,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","virus-IPR002493,virus-IPR027417,virus-IPR003499,virus-IPR033663,virus-IPR003498"
uniprotkb:I2CNQ8%uniprotkb:P09311,"virus-GO:0033647,virus-GO:0019033,virus-GO:0044094,virus-GO:0043167,virus-GO:0016020,virus-GO:0019058,virus-GO:0044425,virus-GO:0036338","virus-IPR000714,virus-IPR007629"
uniprotkb:Q0Q872%uniprotkb:Q4JQV2,"virus-GO:0033647,virus-GO:0019028,virus-GO:0016020,virus-GO:0044425,virus-GO:0036338","virus-IPR007584,virus-IPR034707,virus-IPR008647"
