xref_partners_sorted,GO,interpro
uniprotkb:F5HB81%uniprotkb:P05106,"host-GO:0044444,host-GO:0044421,host-GO:0004871,host-GO:0001968,host-GO:0044446,host-GO:0044707,host-GO:0044763,host-GO:0016049,host-GO:0044425,host-GO:0040012,host-GO:0019838,host-GO:0044419,host-GO:0019955,host-GO:0051239,host-GO:0050840,host-GO:0031090,host-GO:0042802,host-GO:0050794,host-GO:0016020,host-GO:0044767,host-GO:0048518,host-GO:0048583,host-GO:0042995,host-GO:0009986,host-GO:0048870,host-GO:0032844,host-GO:0006950,host-GO:0005102,host-GO:0003824,host-GO:0044463,host-GO:0048519,host-GO:0098602,host-GO:0050793,host-GO:0016043,host-GO:0019899,host-GO:0050839,host-GO:0065008,host-GO:0051234,host-GO:0007155,host-GO:0050900,host-GO:0048646,host-GO:0007165,host-GO:0060089,host-GO:0043230,host-GO:0043227,host-GO:0030054,host-GO:0042330,host-GO:0009653,host-GO:0032879,host-GO:1902578,host-GO:0048856,host-GO:0044459,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0023051,host-GO:0043229,virus-GO:0036338,virus-GO:0033647,virus-GO:0016020,virus-GO:0044217,virus-GO:0044406,virus-GO:0044425,virus-GO:0055036,virus-GO:0033644,virus-GO:0044419,virus-GO:0033655","host-IPR002369,host-IPR014836,host-IPR032695,host-IPR002035,host-IPR033760,host-IPR016201,host-IPR027068,host-IPR015812,host-IPR013111,host-IPR012896,virus-IPR000234,virus-IPR035381,virus-IPR035377"
uniprotkb:P08887%uniprotkb:Q2HRC7,"host-GO:0044421,host-GO:0004871,host-GO:0044763,host-GO:0044425,host-GO:0040012,host-GO:0019838,host-GO:0042221,host-GO:0019955,host-GO:0051239,host-GO:0005576,host-GO:0002682,host-GO:0009607,host-GO:0042802,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0016020,host-GO:0048583,host-GO:0009986,host-GO:0046983,host-GO:0048870,host-GO:0006950,host-GO:0005102,host-GO:0002252,host-GO:0048519,host-GO:0050793,host-GO:0019899,host-GO:0050900,host-GO:0060089,host-GO:0007165,host-GO:0042330,host-GO:0006955,host-GO:0032879,host-GO:0048856,host-GO:0044459,host-GO:0032991,host-GO:0051707,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0023051,virus-GO:0050690,virus-GO:0019048,virus-GO:0005576,virus-GO:0006955,virus-GO:0044419,virus-GO:0009607,virus-GO:0009605,virus-GO:0051707,virus-GO:0005102","host-IPR013151,host-IPR003599,host-IPR003530,host-IPR015321,host-IPR003961,host-IPR007110,host-IPR013783,host-IPR003598,virus-IPR030474,virus-IPR009079,virus-IPR003574"
uniprotkb:P37198%uniprotkb:Q2HR75,"host-GO:0033036,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0007017,host-GO:0044425,host-GO:0044702,host-GO:0032182,host-GO:0003682,host-GO:0019083,host-GO:0019904,host-GO:0071704,host-GO:0031090,host-GO:0023051,host-GO:0050794,host-GO:0048518,host-GO:0016020,host-GO:0051641,host-GO:0048583,host-GO:0044767,host-GO:0048609,host-GO:0006807,host-GO:0032947,host-GO:0005102,host-GO:0048519,host-GO:0046794,host-GO:0005215,host-GO:0005642,host-GO:0016043,host-GO:0051234,host-GO:0043228,host-GO:0008289,host-GO:0043167,host-GO:0007165,host-GO:0022402,host-GO:0090543,host-GO:0044237,host-GO:0043227,host-GO:0008092,host-GO:0005198,host-GO:0032879,host-GO:1902578,host-GO:0044087,host-GO:0005737,host-GO:0031975,host-GO:0031072,host-GO:0032991,host-GO:0065009,host-GO:1902579,host-GO:0019222,host-GO:0030529,host-GO:0043229,virus-GO:0033647,virus-GO:0044237,virus-GO:1901363,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0050794,virus-GO:0030430,virus-GO:0097159,virus-GO:0019222,virus-GO:0043167,virus-GO:0006807","host-IPR033072,host-IPR026010,host-IPR007758,virus-IPR008648"
uniprotkb:P40189%uniprotkb:Q2HRC7,"host-GO:0044710,host-GO:0044421,host-GO:0004871,host-GO:0044238,host-GO:0044297,host-GO:0044763,host-GO:0044425,host-GO:0019838,host-GO:0042221,host-GO:0019955,host-GO:0051239,host-GO:0005576,host-GO:0071704,host-GO:0002682,host-GO:0042802,host-GO:0050794,host-GO:0048518,host-GO:0016020,host-GO:0048583,host-GO:0042995,host-GO:0046983,host-GO:0005102,host-GO:0048519,host-GO:0050793,host-GO:0007165,host-GO:0060089,host-GO:0043230,host-GO:0030155,host-GO:0043227,host-GO:0044237,host-GO:0097458,host-GO:0044459,host-GO:0032991,host-GO:0019222,host-GO:0005886,host-GO:0023051,virus-GO:0050690,virus-GO:0019048,virus-GO:0005576,virus-GO:0006955,virus-GO:0044419,virus-GO:0009607,virus-GO:0009605,virus-GO:0051707,virus-GO:0005102","host-IPR003529,host-IPR010457,host-IPR015321,host-IPR003961,host-IPR013783,virus-IPR030474,virus-IPR009079,virus-IPR003574"
uniprotkb:Q00534%uniprotkb:Q77Q36,"host-GO:0044444,host-GO:0045321,host-GO:0044238,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0051716,host-GO:0040012,host-GO:0042221,host-GO:0098770,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0002682,host-GO:0009607,host-GO:0009605,host-GO:0050794,host-GO:0044767,host-GO:0048518,host-GO:0048583,host-GO:0042995,host-GO:0030332,host-GO:0032844,host-GO:0006807,host-GO:0036094,host-GO:0003824,host-GO:0048519,host-GO:0050793,host-GO:0065008,host-GO:0043228,host-GO:0097159,host-GO:0043167,host-GO:0000307,host-GO:0007165,host-GO:0022402,host-GO:0044237,host-GO:0043227,host-GO:0030155,host-GO:0032879,host-GO:0048856,host-GO:0005737,host-GO:0032991,host-GO:0051707,host-GO:0019222,host-GO:0043229,virus-GO:0044763","host-IPR011009,host-IPR000719,host-IPR028788,host-IPR017441,host-IPR008271,virus-IPR006671,virus-IPR015451,virus-IPR015164,virus-IPR017285,virus-IPR013763"
uniprotkb:Q00535%uniprotkb:Q77Q36,"host-GO:0044444,host-GO:0033036,host-GO:0048589,host-GO:0044238,host-GO:0044446,host-GO:0044707,host-GO:0030427,host-GO:0097367,host-GO:0044297,host-GO:0044763,host-GO:0016049,host-GO:0044425,host-GO:0009628,host-GO:0040012,host-GO:0042221,host-GO:0007154,host-GO:0051239,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0050794,host-GO:0016020,host-GO:0044767,host-GO:0048518,host-GO:0051641,host-GO:0042995,host-GO:0048583,host-GO:0048870,host-GO:0006950,host-GO:0048511,host-GO:0006807,host-GO:0005102,host-GO:0003824,host-GO:0045202,host-GO:0048519,host-GO:0044463,host-GO:0036094,host-GO:0003008,host-GO:0050793,host-GO:0044456,host-GO:0002039,host-GO:0016043,host-GO:0019899,host-GO:0065008,host-GO:0051234,host-GO:0043228,host-GO:0007155,host-GO:0040008,host-GO:0097159,host-GO:0043167,host-GO:0048646,host-GO:0098772,host-GO:0008283,host-GO:0044237,host-GO:0043227,host-GO:0030054,host-GO:0008092,host-GO:0016079,host-GO:0044708,host-GO:0009653,host-GO:0097458,host-GO:0032879,host-GO:1902578,host-GO:0048856,host-GO:0005737,host-GO:0044459,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0044700,host-GO:0023051,host-GO:0099572,host-GO:0043229,virus-GO:0044763","host-IPR011009,host-IPR017441,host-IPR000719,host-IPR008271,virus-IPR006671,virus-IPR015451,virus-IPR015164,virus-IPR017285,virus-IPR013763"
uniprotkb:O75787%uniprotkb:P90495,"host-GO:0044421,host-GO:0044444,host-GO:0045321,host-GO:0044238,host-GO:0044446,host-GO:0044707,host-GO:0044763,host-GO:0044297,host-GO:0044425,host-GO:0051239,host-GO:0042445,host-GO:0071704,host-GO:0031090,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0016020,host-GO:0048583,host-GO:0042995,host-GO:0006807,host-GO:0002252,host-GO:0019899,host-GO:0065008,host-GO:0051234,host-GO:0060089,host-GO:0043473,host-GO:0043227,host-GO:0043230,host-GO:0044237,host-GO:0009653,host-GO:0097458,host-GO:1902578,host-GO:0044459,host-GO:0019222,host-GO:0005886,host-GO:0023051,virus-GO:0033647,virus-GO:0044238,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0071704,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0016020,virus-GO:0048583,virus-GO:0033644,virus-GO:0006807,virus-GO:0003824,virus-GO:0048519,virus-GO:0019048,virus-GO:0046794,virus-GO:0051234,virus-GO:0043167,virus-GO:0044237,virus-GO:0051707,virus-GO:1902579,virus-GO:0065009,virus-GO:0023051","host-IPR012493,virus-IPR011016,virus-IPR013083,virus-IPR033275"
uniprotkb:P90495%uniprotkb:Q6PEY2,"host-GO:0043227,host-GO:0099080,host-GO:0005198,host-GO:1901363,host-GO:0003674,host-GO:0003824,host-GO:0044446,host-GO:0005737,host-GO:0097367,host-GO:0016043,host-GO:0043228,host-GO:0007017,host-GO:0043167,host-GO:0097159,host-GO:0008150,host-GO:0036094,host-GO:0043229,virus-GO:0033647,virus-GO:0044238,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0071704,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0016020,virus-GO:0048583,virus-GO:0033644,virus-GO:0006807,virus-GO:0003824,virus-GO:0048519,virus-GO:0019048,virus-GO:0046794,virus-GO:0051234,virus-GO:0043167,virus-GO:0044237,virus-GO:0051707,virus-GO:1902579,virus-GO:0065009,virus-GO:0023051","host-IPR000217,host-IPR018316,host-IPR003008,host-IPR017975,host-IPR008280,host-IPR002452,virus-IPR011016,virus-IPR013083,virus-IPR033275"
uniprotkb:F5HF68%uniprotkb:Q92793,"host-GO:0004871,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0051716,host-GO:0009628,host-GO:0003682,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0002682,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0048583,host-GO:0006950,host-GO:0048511,host-GO:0006807,host-GO:0003824,host-GO:0048519,host-GO:0002039,host-GO:0016043,host-GO:0065008,host-GO:0031248,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0044237,host-GO:0043227,host-GO:0009653,host-GO:0001071,host-GO:0002253,host-GO:0000988,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0050690,virus-GO:0019048,virus-GO:0019904,virus-GO:1901363,virus-GO:0001071,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0065009,virus-GO:0048583,virus-GO:0019222,virus-GO:0097159,virus-GO:0030430,virus-GO:0044419,virus-GO:0048519","host-IPR010303,host-IPR009110,host-IPR013178,host-IPR018359,host-IPR031162,host-IPR000197,host-IPR001487,host-IPR000433,host-IPR003101,host-IPR014744,virus-IPR011991,virus-IPR017855,virus-IPR001346,virus-IPR019471,virus-IPR008984"
uniprotkb:P90495%uniprotkb:Q96HS1,"host-GO:0044444,host-GO:0004871,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0044425,host-GO:0009056,host-GO:0071704,host-GO:0031090,host-GO:0050794,host-GO:0016020,host-GO:0044877,host-GO:0006807,host-GO:0003824,host-GO:0032403,host-GO:0007165,host-GO:0098772,host-GO:0044237,host-GO:0043227,host-GO:0031968,host-GO:0065009,host-GO:0043229,virus-GO:0033647,virus-GO:0044238,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0071704,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0016020,virus-GO:0048583,virus-GO:0033644,virus-GO:0006807,virus-GO:0003824,virus-GO:0048519,virus-GO:0019048,virus-GO:0046794,virus-GO:0051234,virus-GO:0043167,virus-GO:0044237,virus-GO:0051707,virus-GO:1902579,virus-GO:0065009,virus-GO:0023051","host-IPR029033,host-IPR013078,virus-IPR011016,virus-IPR013083,virus-IPR033275"
uniprotkb:F5HF68%uniprotkb:Q09472,"host-GO:0044444,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0045321,host-GO:0043900,host-GO:0044446,host-GO:0044707,host-GO:0044763,host-GO:0051716,host-GO:0009628,host-GO:0044419,host-GO:0043229,host-GO:0003682,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0002682,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0048583,host-GO:0006950,host-GO:0048511,host-GO:0006807,host-GO:0003824,host-GO:0005102,host-GO:0048519,host-GO:0008022,host-GO:0008013,host-GO:0002039,host-GO:0016043,host-GO:0065008,host-GO:0031248,host-GO:0097159,host-GO:0043167,host-GO:0048646,host-GO:0007623,host-GO:0007165,host-GO:0022402,host-GO:0044237,host-GO:0043227,host-GO:0009653,host-GO:0001071,host-GO:0000988,host-GO:0043627,host-GO:0048856,host-GO:0005737,host-GO:0032991,host-GO:0005667,host-GO:0065009,host-GO:0019222,host-GO:0023051,host-GO:0002253,virus-GO:0033647,virus-GO:0050690,virus-GO:0019048,virus-GO:0019904,virus-GO:1901363,virus-GO:0001071,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0065009,virus-GO:0048583,virus-GO:0019222,virus-GO:0097159,virus-GO:0030430,virus-GO:0044419,virus-GO:0048519","host-IPR010303,host-IPR009110,host-IPR013178,host-IPR018359,host-IPR031162,host-IPR000197,host-IPR001487,host-IPR000433,host-IPR003101,host-IPR014744,virus-IPR011991,virus-IPR017855,virus-IPR001346,virus-IPR019471,virus-IPR008984"
uniprotkb:P90495%uniprotkb:Q3ZAQ7,"host-GO:0043227,host-GO:0044444,host-GO:0031090,host-GO:0016043,host-GO:0044446,host-GO:0016020,host-GO:0065009,host-GO:0044425,host-GO:0043229,virus-GO:0033647,virus-GO:0044238,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0071704,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0016020,virus-GO:0048583,virus-GO:0033644,virus-GO:0006807,virus-GO:0003824,virus-GO:0048519,virus-GO:0019048,virus-GO:0046794,virus-GO:0051234,virus-GO:0043167,virus-GO:0044237,virus-GO:0051707,virus-GO:1902579,virus-GO:0065009,virus-GO:0023051","host-IPR019013,virus-IPR011016,virus-IPR013083,virus-IPR033275"
