xref_partners_sorted,GO,interpro
uniprotkb:B9VXK6%uniprotkb:P11021,"host-GO:0044710,host-GO:0044444,host-GO:0044421,host-GO:0044238,host-GO:0043233,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0051716,host-GO:0009628,host-GO:0044425,host-GO:0040012,host-GO:0042221,host-GO:0051787,host-GO:0007154,host-GO:0051239,host-GO:0019904,host-GO:0030496,host-GO:0051235,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0009607,host-GO:0009605,host-GO:0044767,host-GO:0050794,host-GO:0048518,host-GO:0044877,host-GO:0016020,host-GO:0048583,host-GO:0009986,host-GO:0006950,host-GO:0043209,host-GO:0006807,host-GO:0036094,host-GO:0003824,host-GO:0009719,host-GO:0048519,host-GO:0050793,host-GO:0019899,host-GO:0050839,host-GO:0065008,host-GO:0051234,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0070013,host-GO:0031974,host-GO:0044237,host-GO:0043227,host-GO:0030054,host-GO:0043230,host-GO:0051087,host-GO:0051082,host-GO:0032879,host-GO:1902578,host-GO:0048856,host-GO:0005737,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0023051,host-GO:0043229","host-IPR029047,host-IPR018181,host-IPR029048,host-IPR013126,virus-IPR003360"
uniprotkb:P11021%uniprotkb:Q6SW29,"host-GO:0044710,host-GO:0044444,host-GO:0044421,host-GO:0044238,host-GO:0043233,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0051716,host-GO:0009628,host-GO:0044425,host-GO:0040012,host-GO:0042221,host-GO:0051787,host-GO:0007154,host-GO:0051239,host-GO:0019904,host-GO:0030496,host-GO:0051235,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0009607,host-GO:0009605,host-GO:0044767,host-GO:0050794,host-GO:0048518,host-GO:0044877,host-GO:0016020,host-GO:0048583,host-GO:0009986,host-GO:0006950,host-GO:0043209,host-GO:0006807,host-GO:0036094,host-GO:0003824,host-GO:0009719,host-GO:0048519,host-GO:0050793,host-GO:0019899,host-GO:0050839,host-GO:0065008,host-GO:0051234,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0070013,host-GO:0031974,host-GO:0044237,host-GO:0043227,host-GO:0030054,host-GO:0043230,host-GO:0051087,host-GO:0051082,host-GO:0032879,host-GO:1902578,host-GO:0048856,host-GO:0005737,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0019083,virus-GO:0044237,virus-GO:0019048,virus-GO:1901363,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0043900,virus-GO:0050794,virus-GO:0019222,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR029047,host-IPR018181,host-IPR029048,host-IPR013126,virus-IPR005028,virus-IPR010855"
uniprotkb:O00505%uniprotkb:Q6SW29,"host-GO:0008022,host-GO:0043227,host-GO:0019048,host-GO:0033036,host-GO:0044444,host-GO:0005215,host-GO:0046794,host-GO:1902578,host-GO:0044446,host-GO:0033218,host-GO:0005737,host-GO:0016043,host-GO:0051234,host-GO:0051641,host-GO:0032991,host-GO:1902579,host-GO:0044419,host-GO:0043229,virus-GO:0033647,virus-GO:0019083,virus-GO:0044237,virus-GO:0019048,virus-GO:1901363,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0043900,virus-GO:0050794,virus-GO:0019222,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR000225,host-IPR002652,host-IPR011989,host-IPR016024,host-IPR024931,host-IPR032413,virus-IPR005028,virus-IPR010855"
uniprotkb:B9VXK6%uniprotkb:P12036,"host-GO:0044444,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0007017,host-GO:0042221,host-GO:0044767,host-GO:0044877,host-GO:0050794,host-GO:0042995,host-GO:0030674,host-GO:0099080,host-GO:0043209,host-GO:0032403,host-GO:0044456,host-GO:0016043,host-GO:0019899,host-GO:0008092,host-GO:0043227,host-GO:0005198,host-GO:0009653,host-GO:0097458,host-GO:0032879,host-GO:0005737,host-GO:0060090,host-GO:0016234,host-GO:0099572,host-GO:0043229","host-IPR018039,host-IPR033183,host-IPR001664,host-IPR010790,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:Q71UM5,"host-GO:0044444,host-GO:0045182,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0051716,host-GO:0043229,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0048518,host-GO:0006950,host-GO:0006807,host-GO:0048519,host-GO:0016043,host-GO:0043228,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0022402,host-GO:0098772,host-GO:0005622,host-GO:0044237,host-GO:0043227,host-GO:0005198,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0030529,host-GO:0000075","host-IPR023407,host-IPR000592,host-IPR011332,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:O95071,"host-GO:0044444,host-GO:0044238,host-GO:0044446,host-GO:0051716,host-GO:0032182,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0050794,host-GO:0048518,host-GO:0016020,host-GO:0048583,host-GO:0006950,host-GO:0006807,host-GO:0003824,host-GO:0048519,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0008283,host-GO:0044237,host-GO:0043227,host-GO:0032879,host-GO:0032991,host-GO:0019222,host-GO:0023051,host-GO:0043229","host-IPR009091,host-IPR024725,host-IPR002004,host-IPR000569,host-IPR003126,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:Q9NVI7,"host-GO:0043227,host-GO:0044444,host-GO:1901363,host-GO:0031090,host-GO:0044446,host-GO:0050794,host-GO:0097367,host-GO:0016020,host-GO:0044763,host-GO:0009295,host-GO:0043228,host-GO:0016049,host-GO:0097159,host-GO:0043167,host-GO:0044425,host-GO:0019866,host-GO:0036094,host-GO:0043229,host-GO:0048519","host-IPR027417,host-IPR021911,host-IPR003959,host-IPR003593,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:P62736,"host-GO:0044444,host-GO:0044421,host-GO:0044707,host-GO:0097367,host-GO:0044297,host-GO:0044763,host-GO:1901363,host-GO:0009607,host-GO:0009605,host-GO:0044767,host-GO:0048518,host-GO:0042995,host-GO:0099080,host-GO:0036094,host-GO:0003008,host-GO:0019899,host-GO:0065008,host-GO:0043228,host-GO:0097159,host-GO:0043167,host-GO:0043230,host-GO:0043227,host-GO:0048856,host-GO:0005737,host-GO:0032991,host-GO:0051707,host-GO:0019222,host-GO:0044449,host-GO:0043229","host-IPR020902,host-IPR004000,host-IPR004001,virus-IPR003360"
uniprotkb:P08708%uniprotkb:Q6SW29,"host-GO:0044421,host-GO:0033036,host-GO:0044444,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0019083,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0016020,host-GO:0051641,host-GO:0006807,host-GO:0048519,host-GO:0016043,host-GO:0065008,host-GO:0051234,host-GO:0043228,host-GO:0097159,host-GO:0005622,host-GO:0044237,host-GO:0043227,host-GO:0030054,host-GO:0005198,host-GO:0043230,host-GO:0044085,host-GO:0002262,host-GO:0032991,host-GO:0019222,host-GO:0030529,host-GO:0043229,virus-GO:0033647,virus-GO:0019083,virus-GO:0044237,virus-GO:0019048,virus-GO:1901363,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0043900,virus-GO:0050794,virus-GO:0019222,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR001210,host-IPR018273,virus-IPR005028,virus-IPR010855"
uniprotkb:B9VXK6%uniprotkb:P42677,"host-GO:0044444,host-GO:0033036,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0019083,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0051641,host-GO:0006807,host-GO:0048519,host-GO:0016043,host-GO:0051234,host-GO:0043228,host-GO:0097159,host-GO:0043167,host-GO:0022402,host-GO:0008283,host-GO:0005622,host-GO:0044237,host-GO:0043227,host-GO:0005198,host-GO:0032991,host-GO:0019222,host-GO:0030529,host-GO:0043229","host-IPR023407,host-IPR000592,host-IPR011332,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:P63267,"host-GO:0044421,host-GO:0044444,host-GO:0044446,host-GO:0044707,host-GO:0097367,host-GO:0071944,host-GO:0044297,host-GO:1901363,host-GO:0048518,host-GO:0042995,host-GO:0036094,host-GO:0003008,host-GO:0043228,host-GO:0043167,host-GO:0097159,host-GO:0043230,host-GO:0043227,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0043229","host-IPR020902,host-IPR004000,host-IPR004001,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:Q71U36,"host-GO:0044444,host-GO:0044421,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0007017,host-GO:0044425,host-GO:0019904,host-GO:1901363,host-GO:0016020,host-GO:0051641,host-GO:0099080,host-GO:0043209,host-GO:0003824,host-GO:0036094,host-GO:0016043,host-GO:0043228,host-GO:0051234,host-GO:0097159,host-GO:0043167,host-GO:0022402,host-GO:0043230,host-GO:0043227,host-GO:0005198,host-GO:1902578,host-GO:0005737,host-GO:0032991,host-GO:0030529,host-GO:0043229","host-IPR000217,host-IPR018316,host-IPR003008,host-IPR017975,host-IPR008280,host-IPR002452,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:Q14790,"host-GO:0044444,host-GO:0004871,host-GO:0044238,host-GO:0045321,host-GO:0097110,host-GO:0044446,host-GO:0044297,host-GO:0044763,host-GO:0051716,host-GO:0044425,host-GO:0009628,host-GO:0044702,host-GO:0042221,host-GO:0044419,host-GO:0043229,host-GO:0051239,host-GO:0019904,host-GO:0071704,host-GO:0002682,host-GO:0009607,host-GO:0031090,host-GO:0042802,host-GO:0044767,host-GO:0016020,host-GO:0048518,host-GO:0050794,host-GO:0048583,host-GO:0009605,host-GO:0044877,host-GO:0042995,host-GO:0006950,host-GO:0006807,host-GO:0005102,host-GO:0003824,host-GO:0003006,host-GO:0048519,host-GO:0032403,host-GO:0019048,host-GO:0050793,host-GO:0016043,host-GO:0019899,host-GO:0065008,host-GO:0043228,host-GO:0007165,host-GO:0043227,host-GO:0032879,host-GO:0097458,host-GO:0031968,host-GO:0005737,host-GO:0044459,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0023051,host-GO:0002253","host-IPR001875,host-IPR016129,host-IPR029030,host-IPR001309,host-IPR002138,host-IPR033139,host-IPR011029,host-IPR015917,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:O14654,"host-GO:0032403,host-GO:0044444,host-GO:0004871,host-GO:0050794,host-GO:0048518,host-GO:0007165,host-GO:0016020,host-GO:0048583,host-GO:0044877,host-GO:0060090,host-GO:0019222,host-GO:0030674,host-GO:0005886,host-GO:0043548,host-GO:0023051,host-GO:0005102","host-IPR001849,host-IPR002404,host-IPR011993,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:Q9BQE3,"host-GO:0043227,host-GO:0099080,host-GO:0005198,host-GO:1901363,host-GO:0003824,host-GO:0044446,host-GO:0005737,host-GO:0097367,host-GO:0016043,host-GO:0043228,host-GO:0044763,host-GO:0051234,host-GO:0007017,host-GO:0043167,host-GO:0097159,host-GO:0051641,host-GO:0036094,host-GO:0043229","host-IPR000217,host-IPR018316,host-IPR003008,host-IPR017975,host-IPR008280,host-IPR002452,virus-IPR003360"
uniprotkb:P63167%uniprotkb:Q6SW29,"host-GO:0044444,host-GO:0033036,host-GO:0044421,host-GO:0009058,host-GO:0044238,host-GO:0045321,host-GO:0044446,host-GO:0044763,host-GO:0007017,host-GO:0019904,host-GO:0009056,host-GO:0071704,host-GO:0031090,host-GO:0005929,host-GO:0044767,host-GO:0050794,host-GO:0048518,host-GO:0051641,host-GO:0048583,host-GO:0042995,host-GO:0045505,host-GO:0016020,host-GO:0099080,host-GO:0019882,host-GO:0006807,host-GO:0003824,host-GO:0044441,host-GO:0048519,host-GO:0044463,host-GO:0008022,host-GO:0002252,host-GO:0016043,host-GO:0065008,host-GO:0051234,host-GO:0043228,host-GO:0022402,host-GO:0044237,host-GO:0043227,host-GO:0043230,host-GO:0008092,host-GO:0032879,host-GO:1902578,host-GO:0048856,host-GO:0044087,host-GO:0005737,host-GO:0051959,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0019083,virus-GO:0044237,virus-GO:0019048,virus-GO:1901363,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0043900,virus-GO:0050794,virus-GO:0019222,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR001372,host-IPR019763,virus-IPR005028,virus-IPR010855"
uniprotkb:B2RTY4%uniprotkb:B9VXK6,"host-GO:0008092,host-GO:0036094,host-GO:0003008,host-GO:0044444,host-GO:1901363,host-GO:0044446,host-GO:0050794,host-GO:0097367,host-GO:0016020,host-GO:0032991,host-GO:0023051,host-GO:0065009,host-GO:0048583,host-GO:0097159,host-GO:0043167,host-GO:0044425,host-GO:0007165,host-GO:0003824,host-GO:0098772","host-IPR002219,host-IPR000048,host-IPR000159,host-IPR028558,host-IPR001609,host-IPR029071,host-IPR008936,host-IPR000198,host-IPR027417,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:P50395,"host-GO:0044710,host-GO:0044444,host-GO:0044421,host-GO:0033036,host-GO:0045321,host-GO:0043233,host-GO:0044446,host-GO:0044763,host-GO:1901363,host-GO:0005576,host-GO:0050794,host-GO:0016020,host-GO:0048583,host-GO:0003824,host-GO:0002252,host-GO:0016043,host-GO:0019899,host-GO:0051234,host-GO:0097159,host-GO:0007165,host-GO:0070013,host-GO:0098772,host-GO:0031974,host-GO:0043230,host-GO:0043227,host-GO:0030054,host-GO:1902578,host-GO:0005737,host-GO:0065009,host-GO:0023051","host-IPR023753,host-IPR018203,host-IPR000806,virus-IPR003360"
uniprotkb:B9VXK6%uniprotkb:P61026,"host-GO:0044444,host-GO:0033036,host-GO:0044421,host-GO:0045321,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0051716,host-GO:0044425,host-GO:0042221,host-GO:1901363,host-GO:0031090,host-GO:0005929,host-GO:0044767,host-GO:0016020,host-GO:0019882,host-GO:0051641,host-GO:0050794,host-GO:0042995,host-GO:0098631,host-GO:0009719,host-GO:0036094,host-GO:0003824,host-GO:0002252,host-GO:0016043,host-GO:0050839,host-GO:0140029,host-GO:0051234,host-GO:0007155,host-GO:0097159,host-GO:0043167,host-GO:0043230,host-GO:0043227,host-GO:0030054,host-GO:0008092,host-GO:0009653,host-GO:0032879,host-GO:1902578,host-GO:0032991,host-GO:0005886,host-GO:0043229","host-IPR027417,host-IPR005225,host-IPR001806,virus-IPR003360"
uniprotkb:P17150%uniprotkb:Q13651,"host-GO:0004871,host-GO:0009607,host-GO:0005886,host-GO:0009605,host-GO:0050794,host-GO:0016020,host-GO:0044425,host-GO:0019838,host-GO:0007165,host-GO:0042221,host-GO:0019955,host-GO:0060089,virus-GO:0050690,virus-GO:0019048,virus-GO:0044421,virus-GO:0005576,virus-GO:0006955,virus-GO:0044419,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0048583,virus-GO:0023051,virus-GO:0005102,virus-GO:0048519","host-IPR013783,host-IPR003961,virus-IPR020423,virus-IPR009079,virus-IPR012352,virus-IPR020443"
uniprotkb:B9VXK6%uniprotkb:Q70EL1,"host-GO:0044237,host-GO:0071704,host-GO:0044238,host-GO:0006807,host-GO:0003824","host-IPR028889,host-IPR001394,virus-IPR003360"
uniprotkb:P09727%uniprotkb:Q9BUN8,"host-GO:0044710,host-GO:0044444,host-GO:0033036,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0044425,host-GO:0042221,host-GO:0044419,host-GO:0009056,host-GO:0071704,host-GO:0050794,host-GO:0016020,host-GO:0048518,host-GO:0051641,host-GO:0006950,host-GO:0006807,host-GO:0005102,host-GO:0003824,host-GO:0016043,host-GO:0019899,host-GO:0065008,host-GO:0051234,host-GO:0006457,host-GO:0007165,host-GO:0060089,host-GO:0044237,host-GO:0043227,host-GO:0032991,host-GO:0065009,host-GO:1902579,host-GO:0019222,host-GO:0030529,host-GO:0043229,virus-GO:0033647,virus-GO:0044444,virus-GO:0044238,virus-GO:0044446,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0071704,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0016020,virus-GO:0048583,virus-GO:0033644,virus-GO:0006807,virus-GO:0048519,virus-GO:0019048,virus-GO:0044237,virus-GO:0051707,virus-GO:0044385","host-IPR007599,host-IPR022764,virus-IPR012536"
uniprotkb:B9VXK6%uniprotkb:Q9NUL7,"host-GO:0044444,host-GO:0044238,host-GO:0043233,host-GO:0044446,host-GO:0097367,host-GO:1901363,host-GO:0071704,host-GO:0006807,host-GO:0036094,host-GO:0003824,host-GO:0016043,host-GO:0043228,host-GO:0097159,host-GO:0043167,host-GO:0070013,host-GO:0031974,host-GO:0044237,host-GO:0043227,host-GO:0044085,host-GO:0009295,host-GO:0032991,host-GO:0030529,host-GO:0043229","host-IPR014014,host-IPR011545,host-IPR001650,host-IPR027417,host-IPR014001,virus-IPR003360"
