xref_partners_sorted,GO,interpro
uniprotkb:B0JYL6%uniprotkb:Q4VW77,"host-GO:0004871,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0042221,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0048583,host-GO:0006807,host-GO:0009719,host-GO:0048519,host-GO:0003008,host-GO:0050793,host-GO:0043228,host-GO:0097159,host-GO:0007165,host-GO:0008283,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0005737,host-GO:0065009,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0051239,virus-GO:0050690,virus-GO:0019048,virus-GO:0032879,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0030430,virus-GO:0048583,virus-GO:0019222,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR015988,host-IPR001217,host-IPR000980,host-IPR022752,host-IPR012345,host-IPR013799,host-IPR013800,host-IPR008967,host-IPR013801,virus-IPR005029"
uniprotkb:E1B705%uniprotkb:Q89582,"host-GO:0043230,host-GO:0043227,host-GO:0044444,host-GO:0044421,host-GO:0031090,host-GO:0044446,host-GO:0050794,host-GO:0016020,host-GO:0051234,host-GO:0051641,host-GO:0007165,host-GO:0043229,virus-GO:0033647","host-IPR000159,host-IPR033593,host-IPR029071,host-IPR033633,virus-IPR003403"
uniprotkb:E1B8D6%uniprotkb:K4P3M7,"host-GO:0044444,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0045321,host-GO:0043900,host-GO:0044446,host-GO:0044707,host-GO:0044763,host-GO:0051716,host-GO:0009628,host-GO:0044419,host-GO:0003682,host-GO:1901363,host-GO:0071704,host-GO:0044767,host-GO:0050794,host-GO:0048518,host-GO:0048583,host-GO:0006950,host-GO:0006807,host-GO:0003824,host-GO:0005102,host-GO:0048519,host-GO:0008022,host-GO:0008013,host-GO:0002039,host-GO:0016043,host-GO:0065008,host-GO:0031248,host-GO:0097159,host-GO:0043167,host-GO:0048646,host-GO:0007623,host-GO:0007165,host-GO:0044237,host-GO:0043227,host-GO:0009653,host-GO:0001071,host-GO:0000988,host-GO:0043627,host-GO:0048856,host-GO:0032991,host-GO:0005667,host-GO:0065009,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0048518,virus-GO:0033647,virus-GO:0043900,virus-GO:0019222","host-IPR010303,host-IPR009110,host-IPR013178,host-IPR018359,host-IPR031162,host-IPR000197,host-IPR001487,host-IPR000433,host-IPR003101,host-IPR014744,virus-IPR017907,virus-IPR013083,virus-IPR001841"
uniprotkb:E1BHE1%uniprotkb:Q89582,"host-GO:0044710,host-GO:0004871,host-GO:0044238,host-GO:0097367,host-GO:0044763,host-GO:0051716,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0048518,host-GO:0048583,host-GO:0006950,host-GO:0006807,host-GO:0003824,host-GO:0036094,host-GO:0048519,host-GO:0043167,host-GO:0097159,host-GO:0007165,host-GO:0022402,host-GO:0044237,host-GO:0048856,host-GO:0005737,host-GO:0065009,host-GO:0019222,host-GO:0023051,host-GO:0000075,virus-GO:0033647","host-IPR011009,host-IPR017441,host-IPR000719,host-IPR008271,virus-IPR003403"
uniprotkb:F1MQ85%uniprotkb:Q89582,"host-GO:0033036,host-GO:0048589,host-GO:0044238,host-GO:0044446,host-GO:0044707,host-GO:0097367,host-GO:0044763,host-GO:0042393,host-GO:0051716,host-GO:0007017,host-GO:0044702,host-GO:0042221,host-GO:0003682,host-GO:0019904,host-GO:1901363,host-GO:0071704,host-GO:0044767,host-GO:0048518,host-GO:0050794,host-GO:0051641,host-GO:0006950,host-GO:0032844,host-GO:0048609,host-GO:0006807,host-GO:0003824,host-GO:0036094,host-GO:0003006,host-GO:0048519,host-GO:1903046,host-GO:0016043,host-GO:0065008,host-GO:0043228,host-GO:0043167,host-GO:0097159,host-GO:0007165,host-GO:0022402,host-GO:0044237,host-GO:0043227,host-GO:0009653,host-GO:0048856,host-GO:0140030,host-GO:0032991,host-GO:0019222,host-GO:0043229,virus-GO:0033647","host-IPR011011,host-IPR013083,host-IPR000330,host-IPR025766,host-IPR001650,host-IPR027417,host-IPR014001,virus-IPR003403"
uniprotkb:F6RA30%uniprotkb:Q89582,",virus-GO:0033647","host-IPR010844,host-IPR031182,host-IPR031176,virus-IPR003403"
uniprotkb:O02853%uniprotkb:P29128,"host-GO:0044710,host-GO:0044421,host-GO:0044444,host-GO:0009058,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0044763,host-GO:0044419,host-GO:0042752,host-GO:0051239,host-GO:0005576,host-GO:0071704,host-GO:0031090,host-GO:0050794,host-GO:0016020,host-GO:0003824,host-GO:0036094,host-GO:0048519,host-GO:0005215,host-GO:0051234,host-GO:0008289,host-GO:0044237,host-GO:0043227,host-GO:0050795,host-GO:0005737,host-GO:2000241,host-GO:0043229,virus-GO:0033647,virus-GO:0044094,virus-GO:0009058,virus-GO:0044238,virus-GO:0044419,virus-GO:0050690,virus-GO:1901363,virus-GO:0071704,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0048583,virus-GO:0006807,virus-GO:0003824,virus-GO:0048519,virus-GO:0019048,virus-GO:0043167,virus-GO:0097159,virus-GO:0044237,virus-GO:0051707,virus-GO:0065009,virus-GO:0019222","host-IPR002972,host-IPR000566,host-IPR002345,host-IPR012674,virus-IPR017907,virus-IPR013083,virus-IPR001841"
uniprotkb:P36370%uniprotkb:Q77CE4,"host-GO:0003823,host-GO:0044444,host-GO:0033036,host-GO:0044446,host-GO:0002376,host-GO:0097367,host-GO:0044425,host-GO:0046977,host-GO:1901363,host-GO:0031341,host-GO:0002682,host-GO:0042802,host-GO:0019882,host-GO:0016020,host-GO:0048583,host-GO:0046983,host-GO:0036094,host-GO:0003824,host-GO:0005102,host-GO:0048519,host-GO:0005215,host-GO:0033218,host-GO:0051234,host-GO:0043167,host-GO:0097159,host-GO:0043227,host-GO:0006955,host-GO:0046980,host-GO:0032991,host-GO:0043229,virus-GO:0033647,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0046977,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0016020,virus-GO:0048518,virus-GO:0048583,virus-GO:0033644,virus-GO:0048519,virus-GO:0036338,virus-GO:0019048,virus-GO:0065008,virus-GO:0046980,virus-GO:0032879,virus-GO:0051707,virus-GO:0065009,virus-GO:0055036,virus-GO:0019222","host-IPR017871,host-IPR011527,host-IPR003439,host-IPR013305,host-IPR003593,host-IPR027417,host-IPR013306,virus-IPR034707,virus-IPR008647"
uniprotkb:P36372%uniprotkb:Q77CE4,"host-GO:0003823,host-GO:0044444,host-GO:0033036,host-GO:0044446,host-GO:0002376,host-GO:0097367,host-GO:0044425,host-GO:0046977,host-GO:1901363,host-GO:0031341,host-GO:0002682,host-GO:0042802,host-GO:0019882,host-GO:0048518,host-GO:0016020,host-GO:0048583,host-GO:0046983,host-GO:0036094,host-GO:0003824,host-GO:0005102,host-GO:0048519,host-GO:0005215,host-GO:0016043,host-GO:0033218,host-GO:0051234,host-GO:0043167,host-GO:0097159,host-GO:0043227,host-GO:0006955,host-GO:0046980,host-GO:0032991,host-GO:0043229,virus-GO:0033647,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0046977,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0016020,virus-GO:0048518,virus-GO:0048583,virus-GO:0033644,virus-GO:0048519,virus-GO:0036338,virus-GO:0019048,virus-GO:0065008,virus-GO:0046980,virus-GO:0032879,virus-GO:0051707,virus-GO:0065009,virus-GO:0055036,virus-GO:0019222","host-IPR017871,host-IPR011527,host-IPR005293,host-IPR003439,host-IPR013305,host-IPR003593,host-IPR027417,virus-IPR034707,virus-IPR008647"
uniprotkb:P42224%uniprotkb:Q4VW77,"host-GO:0044444,host-GO:0004871,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0042221,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0002682,host-GO:0009607,host-GO:0042802,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0048583,host-GO:0042995,host-GO:0046983,host-GO:0006950,host-GO:0032844,host-GO:0006807,host-GO:0005102,host-GO:0009719,host-GO:0002252,host-GO:0048519,host-GO:0003008,host-GO:0050793,host-GO:0019899,host-GO:0050839,host-GO:0065008,host-GO:0043228,host-GO:0097159,host-GO:0007165,host-GO:0008283,host-GO:0044237,host-GO:0043227,host-GO:0001071,host-GO:0097458,host-GO:0048856,host-GO:0005737,host-GO:0051707,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0051239,virus-GO:0050690,virus-GO:0019048,virus-GO:0032879,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0030430,virus-GO:0048583,virus-GO:0019222,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR015988,host-IPR001217,host-IPR000980,host-IPR022752,host-IPR012345,host-IPR013799,host-IPR013800,host-IPR008967,host-IPR013801,virus-IPR005029"
uniprotkb:P30021%uniprotkb:P60712,"host-GO:0030054,host-GO:0044444,host-GO:1901363,host-GO:0044446,host-GO:0005737,host-GO:0097367,host-GO:0016020,host-GO:0032991,host-GO:0031248,host-GO:0043228,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0005886,host-GO:0036094,host-GO:0043229,virus-GO:0033647,virus-GO:0044237,virus-GO:0044094,virus-GO:0009058,virus-GO:0019033,virus-GO:0071704,virus-GO:0044238,virus-GO:0050794,virus-GO:0030430,virus-GO:0019222,virus-GO:0006807","host-IPR020902,host-IPR004000,host-IPR004001,virus-IPR005029"
uniprotkb:P60712%uniprotkb:Q4VW77,"host-GO:0030054,host-GO:0044444,host-GO:1901363,host-GO:0044446,host-GO:0005737,host-GO:0097367,host-GO:0016020,host-GO:0032991,host-GO:0031248,host-GO:0043228,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0005886,host-GO:0036094,host-GO:0043229,virus-GO:0033647,virus-GO:0051239,virus-GO:0050690,virus-GO:0019048,virus-GO:0032879,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0030430,virus-GO:0048583,virus-GO:0019222,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR020902,host-IPR004000,host-IPR004001,virus-IPR005029"
uniprotkb:P67868%uniprotkb:Q4VW77,"host-GO:0005956,host-GO:0044421,host-GO:0008134,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0040012,host-GO:0003682,host-GO:0051239,host-GO:0019904,host-GO:0071704,host-GO:0042802,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0016020,host-GO:0048583,host-GO:0006807,host-GO:0005102,host-GO:0003824,host-GO:0048519,host-GO:0065008,host-GO:0043167,host-GO:0007165,host-GO:0098772,host-GO:0044237,host-GO:0043227,host-GO:0043230,host-GO:0009653,host-GO:0032879,host-GO:0005737,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0051239,virus-GO:0050690,virus-GO:0019048,virus-GO:0032879,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0030430,virus-GO:0048583,virus-GO:0019222,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR000704,host-IPR016149,virus-IPR005029"
uniprotkb:Q01705%uniprotkb:Q77CA8,"host-GO:0044444,host-GO:0033036,host-GO:0048589,host-GO:0009058,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0044707,host-GO:0071944,host-GO:0044763,host-GO:0051716,host-GO:0040012,host-GO:0044425,host-GO:0044702,host-GO:0042221,host-GO:0051239,host-GO:0003682,host-GO:0098727,host-GO:1901363,host-GO:0005576,host-GO:0071704,host-GO:0002682,host-GO:0009607,host-GO:0031090,host-GO:0009605,host-GO:0050794,host-GO:0016020,host-GO:0044767,host-GO:0048518,host-GO:0048583,host-GO:0042995,host-GO:0046983,host-GO:0009986,host-GO:0048870,host-GO:0006950,host-GO:0048609,host-GO:0006807,host-GO:0009719,host-GO:0005102,host-GO:0003006,host-GO:0048519,host-GO:0050793,host-GO:0016043,host-GO:0019899,host-GO:0043228,host-GO:0040008,host-GO:0051234,host-GO:0097159,host-GO:0043167,host-GO:0048646,host-GO:0007165,host-GO:0060089,host-GO:0098772,host-GO:0008283,host-GO:0044237,host-GO:0043227,host-GO:0030054,host-GO:0030155,host-GO:0009653,host-GO:0001071,host-GO:0006955,host-GO:0032879,host-GO:0000988,host-GO:1902578,host-GO:0048856,host-GO:0005737,host-GO:0044087,host-GO:0044459,host-GO:0097223,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:2000241,host-GO:0005886,host-GO:0023051,host-GO:0043229,virus-GO:0033644,virus-GO:0005102,virus-GO:0044217","host-IPR009030,host-IPR022362,host-IPR002110,host-IPR020683,host-IPR010660,host-IPR001881,host-IPR000800,host-IPR000742,host-IPR000152,host-IPR011656,host-IPR024600,host-IPR013032,host-IPR018097,host-IPR008297"
uniprotkb:Q01705-PRO_0000007679%uniprotkb:Q77CA8,"host-GO:0044444,host-GO:0033036,host-GO:0048589,host-GO:0009058,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0044707,host-GO:0071944,host-GO:0044763,host-GO:0051716,host-GO:0040012,host-GO:0044425,host-GO:0044702,host-GO:0042221,host-GO:0051239,host-GO:0003682,host-GO:0098727,host-GO:1901363,host-GO:0005576,host-GO:0071704,host-GO:0002682,host-GO:0009607,host-GO:0031090,host-GO:0009605,host-GO:0050794,host-GO:0016020,host-GO:0044767,host-GO:0048518,host-GO:0048583,host-GO:0042995,host-GO:0046983,host-GO:0009986,host-GO:0048870,host-GO:0006950,host-GO:0048609,host-GO:0006807,host-GO:0009719,host-GO:0005102,host-GO:0003006,host-GO:0048519,host-GO:0050793,host-GO:0016043,host-GO:0019899,host-GO:0043228,host-GO:0040008,host-GO:0051234,host-GO:0097159,host-GO:0043167,host-GO:0048646,host-GO:0007165,host-GO:0060089,host-GO:0098772,host-GO:0008283,host-GO:0044237,host-GO:0043227,host-GO:0030054,host-GO:0030155,host-GO:0009653,host-GO:0001071,host-GO:0006955,host-GO:0032879,host-GO:0000988,host-GO:1902578,host-GO:0048856,host-GO:0005737,host-GO:0044087,host-GO:0044459,host-GO:0097223,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:2000241,host-GO:0005886,host-GO:0023051,host-GO:0043229,virus-GO:0033644,virus-GO:0005102,virus-GO:0044217",
uniprotkb:Q03518%uniprotkb:Q77CE4,"host-GO:0003823,host-GO:0044444,host-GO:0033036,host-GO:0044446,host-GO:0002376,host-GO:0097367,host-GO:0044763,host-GO:0044425,host-GO:0046977,host-GO:1901363,host-GO:0031090,host-GO:0042802,host-GO:0019882,host-GO:0016020,host-GO:0051641,host-GO:0046983,host-GO:0006950,host-GO:0036094,host-GO:0003824,host-GO:0005102,host-GO:0005215,host-GO:0016043,host-GO:0033218,host-GO:0051234,host-GO:0043167,host-GO:0097159,host-GO:0043227,host-GO:0006955,host-GO:1902578,host-GO:0032991,host-GO:0043229,virus-GO:0033647,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0046977,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0016020,virus-GO:0048518,virus-GO:0048583,virus-GO:0033644,virus-GO:0048519,virus-GO:0036338,virus-GO:0019048,virus-GO:0065008,virus-GO:0046980,virus-GO:0032879,virus-GO:0051707,virus-GO:0065009,virus-GO:0055036,virus-GO:0019222","host-IPR017871,host-IPR011527,host-IPR003439,host-IPR013305,host-IPR003593,host-IPR027417,host-IPR013306,virus-IPR034707,virus-IPR008647"
uniprotkb:Q03519%uniprotkb:Q77CE4,"host-GO:0044444,host-GO:0033036,host-GO:0044446,host-GO:0002376,host-GO:0097367,host-GO:0044763,host-GO:0044425,host-GO:0046977,host-GO:1901363,host-GO:0031090,host-GO:0019882,host-GO:0016020,host-GO:0051641,host-GO:0036094,host-GO:0003824,host-GO:0005102,host-GO:0005215,host-GO:0016043,host-GO:0051234,host-GO:0097159,host-GO:0043167,host-GO:0043227,host-GO:0006955,host-GO:0046980,host-GO:1902578,host-GO:0032991,host-GO:0043229,virus-GO:0033647,virus-GO:0044217,virus-GO:0044425,virus-GO:0044419,virus-GO:0033655,virus-GO:0050690,virus-GO:0046977,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0016020,virus-GO:0048518,virus-GO:0048583,virus-GO:0033644,virus-GO:0048519,virus-GO:0036338,virus-GO:0019048,virus-GO:0065008,virus-GO:0046980,virus-GO:0032879,virus-GO:0051707,virus-GO:0065009,virus-GO:0055036,virus-GO:0019222","host-IPR017871,host-IPR011527,host-IPR005293,host-IPR003439,host-IPR013305,host-IPR003593,host-IPR027417,virus-IPR034707,virus-IPR008647"
