xref_partners_sorted,GO,interpro
uniprotkb:P10226%uniprotkb:P19838-PRO_0000030311,"host-GO:0044710,host-GO:0044444,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0045321,host-GO:0043233,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0009628,host-GO:0042221,host-GO:0003682,host-GO:0051239,host-GO:1901363,host-GO:0005576,host-GO:0071704,host-GO:0002682,host-GO:0009607,host-GO:0042802,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0048583,host-GO:0046983,host-GO:0006950,host-GO:0006807,host-GO:0009719,host-GO:0002252,host-GO:0048519,host-GO:0050793,host-GO:0065008,host-GO:0051234,host-GO:0097159,host-GO:0007165,host-GO:0070013,host-GO:0031974,host-GO:0008092,host-GO:0043227,host-GO:0044237,host-GO:0006955,host-GO:0001071,host-GO:0032879,host-GO:0002253,host-GO:0033256,host-GO:1902578,host-GO:0005737,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0044237,virus-GO:0033647,virus-GO:0009058,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0050794,virus-GO:0048518,virus-GO:0065009,virus-GO:0019079,virus-GO:0019222,virus-GO:0097159,virus-GO:0006807",virus-IPR003202
uniprotkb:P10238%uniprotkb:P37198,"host-GO:0033036,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0007017,host-GO:0044425,host-GO:0044702,host-GO:0032182,host-GO:0003682,host-GO:0019083,host-GO:0019904,host-GO:0071704,host-GO:0031090,host-GO:0023051,host-GO:0050794,host-GO:0048518,host-GO:0016020,host-GO:0051641,host-GO:0048583,host-GO:0044767,host-GO:0048609,host-GO:0006807,host-GO:0032947,host-GO:0005102,host-GO:0048519,host-GO:0046794,host-GO:0005215,host-GO:0005642,host-GO:0016043,host-GO:0051234,host-GO:0043228,host-GO:0008289,host-GO:0043167,host-GO:0007165,host-GO:0022402,host-GO:0090543,host-GO:0044237,host-GO:0043227,host-GO:0008092,host-GO:0005198,host-GO:0032879,host-GO:1902578,host-GO:0044087,host-GO:0005737,host-GO:0031975,host-GO:0031072,host-GO:0032991,host-GO:0065009,host-GO:1902579,host-GO:0019222,host-GO:0030529,host-GO:0043229,virus-GO:0033647,virus-GO:0044237,virus-GO:0019048,virus-GO:1901363,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0050794,virus-GO:0030430,virus-GO:0097159,virus-GO:0019222,virus-GO:0043167,virus-GO:0006807,virus-GO:0044419,virus-GO:0048519","host-IPR033072,host-IPR026010,host-IPR007758,virus-IPR008648,virus-IPR031752"
uniprotkb:P10209%uniprotkb:Q01484,"host-GO:0044444,host-GO:0033036,host-GO:0044707,host-GO:0044763,host-GO:0044425,host-GO:0042221,host-GO:0007154,host-GO:0051239,host-GO:0098900,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0051641,host-GO:0016020,host-GO:0042995,host-GO:0030674,host-GO:0032844,host-GO:0045202,host-GO:0044456,host-GO:0016043,host-GO:0019899,host-GO:0065008,host-GO:0051234,host-GO:0043228,host-GO:0048646,host-GO:0007165,host-GO:0044325,host-GO:0005622,host-GO:0008092,host-GO:0030054,host-GO:0005198,host-GO:0032879,host-GO:0097458,host-GO:1902578,host-GO:0048856,host-GO:0005737,host-GO:0044459,host-GO:0065009,host-GO:0060090,host-GO:0019222,host-GO:0005886,host-GO:0044700,host-GO:0023051,host-GO:0044449,host-GO:0043229,virus-GO:0033647,virus-GO:0046794,virus-GO:0032879,virus-GO:0048518,virus-GO:0051234,virus-GO:0051641,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:1902579,virus-GO:0019028,virus-GO:0044419","host-IPR020683,host-IPR002110,host-IPR000488,host-IPR011029,host-IPR000906,host-IPR030301,virus-IPR002493"
uniprotkb:P10209%uniprotkb:Q14203,"host-GO:0044444,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0007017,host-GO:0044425,host-GO:0031252,host-GO:0050794,host-GO:0048518,host-GO:0030904,host-GO:0051641,host-GO:0016020,host-GO:0044877,host-GO:0019882,host-GO:0099080,host-GO:0006950,host-GO:0003824,host-GO:0032403,host-GO:0016043,host-GO:0043228,host-GO:0051234,host-GO:0007165,host-GO:0022402,host-GO:0008092,host-GO:0043227,host-GO:1902578,host-GO:0044087,host-GO:0005737,host-GO:0031975,host-GO:0048856,host-GO:0032991,host-GO:0043229,virus-GO:0033647,virus-GO:0046794,virus-GO:0032879,virus-GO:0048518,virus-GO:0051234,virus-GO:0051641,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:1902579,virus-GO:0019028,virus-GO:0044419","host-IPR000938,host-IPR027663,host-IPR022157,virus-IPR002493"
uniprotkb:P10209%uniprotkb:Q96FN5,"host-GO:0008092,host-GO:0099080,host-GO:0036094,host-GO:0043227,host-GO:0044421,host-GO:0043230,host-GO:1901363,host-GO:0003674,host-GO:0044446,host-GO:0005737,host-GO:0097367,host-GO:0044763,host-GO:0043228,host-GO:0032991,host-GO:0007017,host-GO:0097159,host-GO:0043167,host-GO:0008150,host-GO:0003824,host-GO:0043229,virus-GO:0033647,virus-GO:0046794,virus-GO:0032879,virus-GO:0048518,virus-GO:0051234,virus-GO:0051641,virus-GO:0019072,virus-GO:0019076,virus-GO:0052192,virus-GO:1902579,virus-GO:0019028,virus-GO:0044419","host-IPR027417,host-IPR001752,host-IPR019821,host-IPR028763,virus-IPR002493"
uniprotkb:P04487%uniprotkb:Q9BYX4,"host-GO:0044444,host-GO:0044238,host-GO:0002376,host-GO:0097367,host-GO:0051716,host-GO:0042221,host-GO:0044764,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0002682,host-GO:0009607,host-GO:0042802,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0044877,host-GO:0048583,host-GO:0006950,host-GO:0006807,host-GO:0003824,host-GO:0036094,host-GO:0002252,host-GO:0048519,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0044237,host-GO:0043227,host-GO:0006955,host-GO:0032879,host-GO:0002253,host-GO:0005737,host-GO:0051707,host-GO:0043229,virus-GO:0050690,virus-GO:0033647,virus-GO:0019048,virus-GO:0044094,virus-GO:1901363,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0048583,virus-GO:0065009,virus-GO:0019222,virus-GO:0097159,virus-GO:0030430,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR001650,host-IPR031964,host-IPR027417,host-IPR014001,host-IPR006935,host-IPR021673,virus-IPR020124"
uniprotkb:P08353%uniprotkb:Q9UHD2,"host-GO:0044444,host-GO:0044238,host-GO:0045321,host-GO:0043900,host-GO:0044446,host-GO:0002376,host-GO:0097367,host-GO:0044707,host-GO:0044763,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0002682,host-GO:0009607,host-GO:0031090,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0016020,host-GO:0048583,host-GO:0006950,host-GO:0006807,host-GO:0036094,host-GO:0003824,host-GO:0002252,host-GO:0048519,host-GO:0051219,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0008283,host-GO:0044237,host-GO:0006955,host-GO:0005737,host-GO:0051707,host-GO:0019222,host-GO:0023051,host-GO:0002253,virus-GO:0033647,virus-GO:0050690,virus-GO:0044094,virus-GO:0019048,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0065009,virus-GO:0030430,virus-GO:0019222,virus-GO:0048583,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR011009,host-IPR017441,host-IPR000719,virus-IPR019523"
uniprotkb:O14734%uniprotkb:P04413,"host-GO:0044710,host-GO:0044444,host-GO:0009058,host-GO:0044238,host-GO:0043233,host-GO:0044446,host-GO:0044763,host-GO:0009056,host-GO:0071704,host-GO:0050794,host-GO:0005102,host-GO:0003824,host-GO:0048519,host-GO:0016043,host-GO:0070013,host-GO:0031974,host-GO:0044237,host-GO:0043227,host-GO:0005737,host-GO:0019222,host-GO:0043229,virus-GO:0044237,virus-GO:0033647,virus-GO:0036094,virus-GO:0019048,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0003824,virus-GO:0019033,virus-GO:0050794,virus-GO:0097367,virus-GO:0030430,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR003703,host-IPR029069,virus-IPR011009,virus-IPR000719,virus-IPR008271"
uniprotkb:O43390%uniprotkb:P04487,"host-GO:0044444,host-GO:0044238,host-GO:0044446,host-GO:0030427,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0048518,host-GO:0042995,host-GO:0006807,host-GO:0044463,host-GO:0048519,host-GO:0044456,host-GO:0065008,host-GO:0097159,host-GO:0007623,host-GO:0044237,host-GO:0043227,host-GO:0097458,host-GO:0005737,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0030529,host-GO:0043229,virus-GO:0050690,virus-GO:0033647,virus-GO:0019048,virus-GO:0044094,virus-GO:1901363,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0048583,virus-GO:0065009,virus-GO:0019222,virus-GO:0097159,virus-GO:0030430,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR034410,host-IPR034411,host-IPR000504,host-IPR006535,virus-IPR020124"
uniprotkb:P04487%uniprotkb:Q9BQG0,"host-GO:0044710,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044707,host-GO:0044763,host-GO:0051716,host-GO:0007154,host-GO:1901363,host-GO:0071704,host-GO:0009605,host-GO:0050794,host-GO:0048518,host-GO:0044767,host-GO:0051641,host-GO:0016020,host-GO:0006950,host-GO:0048511,host-GO:0006807,host-GO:0003824,host-GO:0048519,host-GO:0043228,host-GO:0051234,host-GO:0097159,host-GO:0007623,host-GO:0007165,host-GO:0044237,host-GO:0043227,host-GO:0000988,host-GO:0031074,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0043229,virus-GO:0050690,virus-GO:0033647,virus-GO:0019048,virus-GO:0044094,virus-GO:1901363,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0048583,virus-GO:0065009,virus-GO:0019222,virus-GO:0097159,virus-GO:0030430,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR007015,host-IPR011989,host-IPR016024,virus-IPR020124"
uniprotkb:P04413%uniprotkb:Q13162,"host-GO:0044710,host-GO:0044444,host-GO:0044421,host-GO:0044238,host-GO:0045321,host-GO:0043233,host-GO:0043900,host-GO:0044446,host-GO:0044763,host-GO:0044702,host-GO:0051239,host-GO:0005576,host-GO:0071704,host-GO:0042802,host-GO:0044767,host-GO:0050794,host-GO:0046983,host-GO:1990748,host-GO:0048609,host-GO:0006807,host-GO:0003824,host-GO:0003006,host-GO:0048519,host-GO:0002252,host-GO:0016209,host-GO:0016043,host-GO:0065008,host-GO:0051234,host-GO:0006457,host-GO:0070013,host-GO:0031974,host-GO:0044237,host-GO:0043227,host-GO:0043230,host-GO:1902578,host-GO:0048856,host-GO:0005737,host-GO:2000241,host-GO:0043229,virus-GO:0044237,virus-GO:0033647,virus-GO:0036094,virus-GO:0019048,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0003824,virus-GO:0019033,virus-GO:0050794,virus-GO:0097367,virus-GO:0030430,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR013766,host-IPR019479,host-IPR024706,host-IPR000866,host-IPR012336,virus-IPR011009,virus-IPR000719,virus-IPR008271"
uniprotkb:P04413%uniprotkb:P50991,"host-GO:0044444,host-GO:0033036,host-GO:0044183,host-GO:0044421,host-GO:0044446,host-GO:0097367,host-GO:0044297,host-GO:0044763,host-GO:0044702,host-GO:1901363,host-GO:0050794,host-GO:0048518,host-GO:0042995,host-GO:0099080,host-GO:0032844,host-GO:0036094,host-GO:0065008,host-GO:0051234,host-GO:0043228,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0043230,host-GO:0043227,host-GO:0032879,host-GO:0051082,host-GO:0005737,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0043229,virus-GO:0044237,virus-GO:0033647,virus-GO:0036094,virus-GO:0019048,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0003824,virus-GO:0019033,virus-GO:0050794,virus-GO:0097367,virus-GO:0030430,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR017998,host-IPR002423,host-IPR012717,host-IPR027409,host-IPR027413,host-IPR002194,virus-IPR011009,virus-IPR000719,virus-IPR008271"
uniprotkb:P04413%uniprotkb:P78371,"host-GO:0044444,host-GO:0044183,host-GO:0033036,host-GO:0044421,host-GO:0045321,host-GO:0043233,host-GO:0044446,host-GO:0097367,host-GO:0044297,host-GO:0044763,host-GO:0044702,host-GO:1901363,host-GO:0005576,host-GO:0050794,host-GO:0048518,host-GO:0099080,host-GO:0032844,host-GO:0043209,host-GO:0036094,host-GO:0002252,host-GO:0016043,host-GO:0019899,host-GO:0065008,host-GO:0051234,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0070013,host-GO:0031974,host-GO:0043230,host-GO:0043227,host-GO:0032879,host-GO:0051082,host-GO:1902578,host-GO:0005737,host-GO:0032991,host-GO:0065009,host-GO:0019222,virus-GO:0044237,virus-GO:0033647,virus-GO:0036094,virus-GO:0019048,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0003824,virus-GO:0019033,virus-GO:0050794,virus-GO:0097367,virus-GO:0030430,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR017998,host-IPR002423,host-IPR012716,host-IPR027409,host-IPR027413,host-IPR002194,virus-IPR011009,virus-IPR000719,virus-IPR008271"
uniprotkb:P04487%uniprotkb:Q9NZI8,"host-GO:0044444,host-GO:0045182,host-GO:0033036,host-GO:0044446,host-GO:0044707,host-GO:0030427,host-GO:0051239,host-GO:0098727,host-GO:1901363,host-GO:0050794,host-GO:0044767,host-GO:0042995,host-GO:0044463,host-GO:0048519,host-GO:0044456,host-GO:0098794,host-GO:0065008,host-GO:0043228,host-GO:0051234,host-GO:0097159,host-GO:0008283,host-GO:0043227,host-GO:0097458,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0030529,host-GO:0043229,virus-GO:0050690,virus-GO:0033647,virus-GO:0019048,virus-GO:0044094,virus-GO:1901363,virus-GO:0002682,virus-GO:0009607,virus-GO:0009605,virus-GO:0050794,virus-GO:0051707,virus-GO:0048583,virus-GO:0065009,virus-GO:0019222,virus-GO:0097159,virus-GO:0030430,virus-GO:0023051,virus-GO:0044419,virus-GO:0048519","host-IPR034842,host-IPR000504,host-IPR004087,host-IPR034837,host-IPR004088,virus-IPR020124"
uniprotkb:P04413%uniprotkb:P50990,"host-GO:0044444,host-GO:0044183,host-GO:0044421,host-GO:0045321,host-GO:0043233,host-GO:0044446,host-GO:0097367,host-GO:0044297,host-GO:0044763,host-GO:0044702,host-GO:1901363,host-GO:0005576,host-GO:0005929,host-GO:0050794,host-GO:0048518,host-GO:0042995,host-GO:0099080,host-GO:0032844,host-GO:0036094,host-GO:0003824,host-GO:0002252,host-GO:0016043,host-GO:0050839,host-GO:0065008,host-GO:0051234,host-GO:0043228,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0070013,host-GO:0031974,host-GO:0043230,host-GO:0043227,host-GO:0032879,host-GO:0051082,host-GO:1902578,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0043229,virus-GO:0044237,virus-GO:0033647,virus-GO:0036094,virus-GO:0019048,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0003824,virus-GO:0019033,virus-GO:0050794,virus-GO:0097367,virus-GO:0030430,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR017998,host-IPR002423,host-IPR027409,host-IPR012721,host-IPR027413,host-IPR002194,virus-IPR011009,virus-IPR000719,virus-IPR008271"
uniprotkb:P04413%uniprotkb:Q9BUJ2,"host-GO:0044237,host-GO:0043227,host-GO:1901363,host-GO:0009058,host-GO:0071704,host-GO:0044238,host-GO:0009607,host-GO:0009605,host-GO:0050794,host-GO:0019899,host-GO:0044446,host-GO:0032991,host-GO:0051707,host-GO:0019222,host-GO:0097159,host-GO:0030529,host-GO:0006807,host-GO:0043229,virus-GO:0044237,virus-GO:0033647,virus-GO:0036094,virus-GO:0019048,virus-GO:1901363,virus-GO:0071704,virus-GO:0044238,virus-GO:0003824,virus-GO:0019033,virus-GO:0050794,virus-GO:0097367,virus-GO:0030430,virus-GO:0043167,virus-GO:0097159,virus-GO:0006807,virus-GO:0044419","host-IPR003877,host-IPR001870,host-IPR013320,host-IPR027025,host-IPR027417,host-IPR003034,virus-IPR011009,virus-IPR000719,virus-IPR008271"
