xref_partners_sorted,GO,interpro
uniprotkb:A8E1C4%uniprotkb:Q13547,"host-GO:0044710,host-GO:0044444,host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0043900,host-GO:0044446,host-GO:0044707,host-GO:0044763,host-GO:0044419,host-GO:0003682,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0044877,host-GO:0044767,host-GO:0048518,host-GO:0048583,host-GO:0048511,host-GO:0006807,host-GO:0003824,host-GO:0048519,host-GO:0002039,host-GO:0016043,host-GO:0019899,host-GO:0065008,host-GO:0097159,host-GO:0007623,host-GO:0048646,host-GO:0044237,host-GO:0043227,host-GO:0009653,host-GO:0001071,host-GO:0047485,host-GO:0000988,host-GO:0048856,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR023801,host-IPR000286,host-IPR003084,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1C4%uniprotkb:Q92769,"host-GO:0008134,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044707,host-GO:0044763,host-GO:0051716,host-GO:0009628,host-GO:0042221,host-GO:0003682,host-GO:0051239,host-GO:1901363,host-GO:0071704,host-GO:0009607,host-GO:0009605,host-GO:0050794,host-GO:0044877,host-GO:0044767,host-GO:0048518,host-GO:0048583,host-GO:0006950,host-GO:0048511,host-GO:0006807,host-GO:0009719,host-GO:0003824,host-GO:0048519,host-GO:0003008,host-GO:0050793,host-GO:0016043,host-GO:0034708,host-GO:0019899,host-GO:0065008,host-GO:0097159,host-GO:0007623,host-GO:0048646,host-GO:0044237,host-GO:0043227,host-GO:0044708,host-GO:0009653,host-GO:0048856,host-GO:0005737,host-GO:0031072,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR023801,host-IPR000286,host-IPR003084,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1C4%uniprotkb:P52597,"host-GO:0044237,host-GO:0043227,host-GO:0044444,host-GO:0008134,host-GO:1901363,host-GO:0071704,host-GO:0044238,host-GO:0044446,host-GO:0050794,host-GO:0016020,host-GO:0032991,host-GO:0097159,host-GO:0019222,host-GO:0030529,host-GO:0007165,host-GO:0006807,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR012996,host-IPR000504,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1C4%uniprotkb:P31943,"host-GO:0044237,host-GO:0043227,host-GO:0044444,host-GO:1901363,host-GO:0071704,host-GO:0044238,host-GO:0044446,host-GO:0050794,host-GO:0016020,host-GO:0032991,host-GO:0097159,host-GO:0019222,host-GO:0030529,host-GO:0007165,host-GO:0006807,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR012996,host-IPR000504,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1C4%uniprotkb:P55795,"host-GO:0044237,host-GO:0043227,host-GO:0044444,host-GO:1901363,host-GO:0071704,host-GO:0044238,host-GO:0044446,host-GO:0016020,host-GO:0032991,host-GO:0097159,host-GO:0030529,host-GO:0006807,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR012996,host-IPR000504,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1H1%uniprotkb:P34931,"host-GO:0044421,host-GO:0044444,host-GO:0043233,host-GO:0044446,host-GO:0097367,host-GO:0044297,host-GO:0044763,host-GO:0042221,host-GO:0044702,host-GO:1901363,host-GO:0050794,host-GO:0048518,host-GO:0048583,host-GO:0006950,host-GO:0036094,host-GO:0019899,host-GO:0006457,host-GO:0043167,host-GO:0097159,host-GO:0070013,host-GO:0031974,host-GO:0043227,host-GO:0051082,host-GO:0032879,host-GO:0031072,host-GO:0032991,host-GO:0043229,virus-GO:0044237,virus-GO:0044710,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0030430,virus-GO:0006807","host-IPR029047,host-IPR018181,host-IPR029048,host-IPR013126,virus-IPR025735,virus-IPR034716,virus-IPR000788"
uniprotkb:A8E1C4%uniprotkb:P34932,"host-GO:0043230,host-GO:0043227,host-GO:0044444,host-GO:0033036,host-GO:0044421,host-GO:1901363,host-GO:1902578,host-GO:0016043,host-GO:0005737,host-GO:0097367,host-GO:0051234,host-GO:0051641,host-GO:0044763,host-GO:0043167,host-GO:0097159,host-GO:0006950,host-GO:0042221,host-GO:0036094,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR029047,host-IPR018181,host-IPR029048,host-IPR013126,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1C4%uniprotkb:P11021,"host-GO:0044710,host-GO:0044444,host-GO:0044421,host-GO:0044238,host-GO:0043233,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0051716,host-GO:0009628,host-GO:0044425,host-GO:0040012,host-GO:0042221,host-GO:0051787,host-GO:0007154,host-GO:0051239,host-GO:0019904,host-GO:0030496,host-GO:0051235,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0009607,host-GO:0009605,host-GO:0044767,host-GO:0050794,host-GO:0048518,host-GO:0044877,host-GO:0016020,host-GO:0048583,host-GO:0009986,host-GO:0006950,host-GO:0043209,host-GO:0006807,host-GO:0036094,host-GO:0003824,host-GO:0009719,host-GO:0048519,host-GO:0050793,host-GO:0019899,host-GO:0050839,host-GO:0065008,host-GO:0051234,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0070013,host-GO:0031974,host-GO:0044237,host-GO:0043227,host-GO:0030054,host-GO:0043230,host-GO:0051087,host-GO:0051082,host-GO:0032879,host-GO:1902578,host-GO:0048856,host-GO:0005737,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR029047,host-IPR018181,host-IPR029048,host-IPR013126,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1C4%uniprotkb:P07900,"host-GO:0044444,host-GO:0033036,host-GO:0044421,host-GO:0009058,host-GO:0044238,host-GO:0045321,host-GO:0043233,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0044425,host-GO:0009628,host-GO:0042221,host-GO:0019904,host-GO:1901363,host-GO:0005576,host-GO:0009056,host-GO:0071704,host-GO:0002682,host-GO:0042802,host-GO:0050794,host-GO:0016020,host-GO:0048518,host-GO:0051641,host-GO:0048583,host-GO:0044877,host-GO:0046983,host-GO:0006950,host-GO:0043209,host-GO:0006807,host-GO:0036094,host-GO:0003824,host-GO:0044463,host-GO:0002252,host-GO:0043335,host-GO:0032403,host-GO:0016043,host-GO:0019899,host-GO:0065008,host-GO:0051234,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0070013,host-GO:0022402,host-GO:0098772,host-GO:0031974,host-GO:0005622,host-GO:0044237,host-GO:0043227,host-GO:0043230,host-GO:0002253,host-GO:0051082,host-GO:1902578,host-GO:0044087,host-GO:0005737,host-GO:0044459,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0005886,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR020575,host-IPR003594,host-IPR001404,host-IPR020568,host-IPR019805,virus-IPR006928,virus-IPR034702"
uniprotkb:H2A1D8%uniprotkb:P12036,"host-GO:0044444,host-GO:0044446,host-GO:0044763,host-GO:0051716,host-GO:0007017,host-GO:0042221,host-GO:0044767,host-GO:0044877,host-GO:0050794,host-GO:0042995,host-GO:0030674,host-GO:0099080,host-GO:0043209,host-GO:0032403,host-GO:0044456,host-GO:0016043,host-GO:0019899,host-GO:0008092,host-GO:0043227,host-GO:0005198,host-GO:0009653,host-GO:0097458,host-GO:0032879,host-GO:0005737,host-GO:0060090,host-GO:0016234,host-GO:0099572,host-GO:0043229,virus-GO:0044419","host-IPR018039,host-IPR033183,host-IPR001664,host-IPR010790,virus-IPR008649"
uniprotkb:H2A1D8%uniprotkb:Q71UM5,"host-GO:0044444,host-GO:0045182,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0051716,host-GO:0043229,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0048518,host-GO:0006950,host-GO:0006807,host-GO:0048519,host-GO:0016043,host-GO:0043228,host-GO:0097159,host-GO:0043167,host-GO:0007165,host-GO:0022402,host-GO:0098772,host-GO:0005622,host-GO:0044237,host-GO:0043227,host-GO:0005198,host-GO:0032991,host-GO:0065009,host-GO:0019222,host-GO:0030529,host-GO:0000075,virus-GO:0044419","host-IPR023407,host-IPR000592,host-IPR011332,virus-IPR008649"
uniprotkb:A8E1H1%uniprotkb:Q96QK1,"host-GO:0044444,host-GO:0033036,host-GO:0044421,host-GO:0044446,host-GO:0044707,host-GO:0044297,host-GO:0044763,host-GO:0044425,host-GO:0040012,host-GO:0030906,host-GO:0031090,host-GO:0050794,host-GO:0048518,host-GO:0030904,host-GO:0051641,host-GO:0048583,host-GO:0016020,host-GO:0042995,host-GO:0005102,host-GO:0048519,host-GO:0050793,host-GO:0005215,host-GO:0044456,host-GO:0016043,host-GO:0065008,host-GO:0051234,host-GO:0007165,host-GO:0043230,host-GO:0043227,host-GO:0097458,host-GO:0032879,host-GO:1902578,host-GO:0050795,host-GO:0044087,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0023051,host-GO:0099572,host-GO:0043229,virus-GO:0044237,virus-GO:0044710,virus-GO:0009058,virus-GO:0071704,virus-GO:0044238,virus-GO:0030430,virus-GO:0006807","host-IPR011989,host-IPR005378,host-IPR016024,virus-IPR025735,virus-IPR034716,virus-IPR000788"
uniprotkb:A8E1C4%uniprotkb:Q09028,"host-GO:0044444,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044763,host-GO:0042393,host-GO:0003682,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0044877,host-GO:0048583,host-GO:0006807,host-GO:0003824,host-GO:0048519,host-GO:0016043,host-GO:0019899,host-GO:0034708,host-GO:0097159,host-GO:0044237,host-GO:0043227,host-GO:0032991,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR017986,host-IPR015943,host-IPR020472,host-IPR019775,host-IPR001680,host-IPR022052,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1C4%uniprotkb:Q16576,"host-GO:0044444,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0044707,host-GO:0051716,host-GO:0009628,host-GO:0042221,host-GO:1901363,host-GO:0071704,host-GO:0050794,host-GO:0044767,host-GO:0048583,host-GO:0006950,host-GO:0006807,host-GO:0009719,host-GO:0003824,host-GO:0048519,host-GO:0016043,host-GO:0034708,host-GO:0040008,host-GO:0097159,host-GO:0008283,host-GO:0044237,host-GO:0043227,host-GO:0048856,host-GO:0032991,host-GO:0019222,host-GO:0023051,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR017986,host-IPR015943,host-IPR020472,host-IPR019775,host-IPR001680,host-IPR022052,virus-IPR006928,virus-IPR034702"
uniprotkb:H2A1D8%uniprotkb:P42677,"host-GO:0044444,host-GO:0033036,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0019083,host-GO:1901363,host-GO:0009056,host-GO:0071704,host-GO:0051641,host-GO:0006807,host-GO:0048519,host-GO:0016043,host-GO:0051234,host-GO:0043228,host-GO:0097159,host-GO:0043167,host-GO:0022402,host-GO:0008283,host-GO:0005622,host-GO:0044237,host-GO:0043227,host-GO:0005198,host-GO:0032991,host-GO:0019222,host-GO:0030529,host-GO:0043229,virus-GO:0044419","host-IPR023407,host-IPR000592,host-IPR011332,virus-IPR008649"
uniprotkb:A8E1C4%uniprotkb:P49368,"host-GO:0044444,host-GO:0044183,host-GO:0044421,host-GO:0044446,host-GO:0097367,host-GO:0044297,host-GO:0044763,host-GO:0044702,host-GO:1901363,host-GO:0050794,host-GO:0048518,host-GO:0016020,host-GO:0099080,host-GO:0043209,host-GO:0032844,host-GO:0036094,host-GO:0016043,host-GO:0065008,host-GO:0051234,host-GO:0043228,host-GO:0006457,host-GO:0097159,host-GO:0043167,host-GO:0043230,host-GO:0043227,host-GO:0032879,host-GO:0051082,host-GO:0005737,host-GO:0032991,host-GO:0019222,host-GO:0005886,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR017998,host-IPR002423,host-IPR027409,host-IPR012719,host-IPR027413,host-IPR002194,virus-IPR006928,virus-IPR034702"
uniprotkb:H2A1D8%uniprotkb:P49411,"host-GO:0044444,host-GO:0044421,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0097367,host-GO:0042221,host-GO:1901363,host-GO:0071704,host-GO:0031090,host-GO:0016020,host-GO:0043209,host-GO:0006807,host-GO:0003824,host-GO:0036094,host-GO:0019866,host-GO:0043228,host-GO:0043167,host-GO:0097159,host-GO:0005622,host-GO:0044237,host-GO:0043227,host-GO:0043230,host-GO:0009295,host-GO:0043229,virus-GO:0044419","host-IPR004541,host-IPR031157,host-IPR004160,host-IPR009001,host-IPR033720,host-IPR000795,host-IPR004161,host-IPR027417,host-IPR009000,virus-IPR008649"
uniprotkb:A8E1C4%uniprotkb:P49411,"host-GO:0044444,host-GO:0044421,host-GO:0009058,host-GO:0044238,host-GO:0044446,host-GO:0097367,host-GO:0042221,host-GO:1901363,host-GO:0071704,host-GO:0031090,host-GO:0016020,host-GO:0043209,host-GO:0006807,host-GO:0003824,host-GO:0036094,host-GO:0019866,host-GO:0043228,host-GO:0043167,host-GO:0097159,host-GO:0005622,host-GO:0044237,host-GO:0043227,host-GO:0043230,host-GO:0009295,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR004541,host-IPR031157,host-IPR004160,host-IPR009001,host-IPR033720,host-IPR000795,host-IPR004161,host-IPR027417,host-IPR009000,virus-IPR006928,virus-IPR034702"
uniprotkb:A8E1C4%uniprotkb:Q71U36,"host-GO:0044444,host-GO:0044421,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0007017,host-GO:0044425,host-GO:0019904,host-GO:1901363,host-GO:0016020,host-GO:0051641,host-GO:0099080,host-GO:0043209,host-GO:0003824,host-GO:0036094,host-GO:0016043,host-GO:0043228,host-GO:0051234,host-GO:0097159,host-GO:0043167,host-GO:0022402,host-GO:0043230,host-GO:0043227,host-GO:0005198,host-GO:1902578,host-GO:0005737,host-GO:0032991,host-GO:0030529,host-GO:0043229,virus-GO:0033647,virus-GO:0019048,virus-GO:0019033,virus-GO:0003824,virus-GO:0044238,virus-GO:0071704,virus-GO:0030430,virus-GO:0006807,virus-GO:0044419","host-IPR000217,host-IPR018316,host-IPR003008,host-IPR017975,host-IPR008280,host-IPR002452,virus-IPR006928,virus-IPR034702"
uniprotkb:H2A1D8%uniprotkb:Q71U36,"host-GO:0044444,host-GO:0044421,host-GO:0044446,host-GO:0097367,host-GO:0044763,host-GO:0007017,host-GO:0044425,host-GO:0019904,host-GO:1901363,host-GO:0016020,host-GO:0051641,host-GO:0099080,host-GO:0043209,host-GO:0003824,host-GO:0036094,host-GO:0016043,host-GO:0043228,host-GO:0051234,host-GO:0097159,host-GO:0043167,host-GO:0022402,host-GO:0043230,host-GO:0043227,host-GO:0005198,host-GO:1902578,host-GO:0005737,host-GO:0032991,host-GO:0030529,host-GO:0043229,virus-GO:0044419","host-IPR000217,host-IPR018316,host-IPR003008,host-IPR017975,host-IPR008280,host-IPR002452,virus-IPR008649"
